,sequence,label
2993,https://m.youtube.com/watch?v=ZoAK1h30fkE,neutral
2994,"YouTube Sarah Brightman & Andrea Bocelli - Time To Say Goodbye (Bambi Awards, Germany, November 2007) par filipos2007 (durée: 5:17) - Vue(s): 370666",neutral
2995,Dialoguersimplement,neutral
3000,Salamon pourquoi tu es choqué ?,neutral
3008,Babycrew j'allais envoyer une notice,neutral
3009,Salamon why t prof d'informatique ?,neutral
3010,tqol  dwa,neutral
3011,Perlea une notice cest quoi,neutral
3014,notice d utilisation d un cerveau,neutral
3017,Perlea c est quoi une notice stp,neutral
3019,re kader31|l-o-l,neutral
3020,Samedii اشهد ان لا اله الا الله محمد رسول الله,neutral
3021,adage nti  mohajaba,neutral
3022,Babycrew j'allais envoyer le lien à quelqu'un,neutral
3023,wari lssanek,neutral
3027,Samedii كي كنت صغيرة رحت لواحد المكتبة راجل كلا حبة شوكولا بلامايحس كان رافد بنتو ورمضان ههههههه,neutral
3030,ههههههههه,neutral
3034,ya jedek,neutral
3035,adage imama,neutral
3040,Salamon wnta l3am jeddou,neutral
3041,minoucha  taa minouche,neutral
3042,chrebti dwak adage ?,neutral
3043,Je rentre je vois cette tête,neutral
3044,Rani presque sayma,neutral
3045,Adage combien 42 https://photos.app.goo.gl/vUUYgXFEsmMiNynb6. Hahahah,neutral
3046,lol presque,neutral
3047,Adage rates  attend,neutral
3048,Tjr la,neutral
3049,Samedii men 8 maklitch,neutral
3051,sayma ala zwaj c tt,neutral
3053,!Seen Kader31,neutral
3055,hed site baya3,neutral
3060,Avec Seen,neutral
3064,adage  li mayakolch  yemred corona,neutral
3065,Samedii 3lech baya3,neutral
3066,seen,neutral
3067,mlih ikoun andek seen f dar,neutral
3068,li ibougi tfiqlo,neutral
3071,dah l oued,neutral
3073,hab izoukh qadem lebnat,neutral
3074,dato lmouja,neutral
3076,apres iqolo chahid,neutral
3078,UNKnown kader31 est au salon acceuil,neutral
3079,!seen salamon,neutral
3080,Salamon (Chaat@ADBDF75A.FEF901B9.632DB19E.IP) a été vu pour la dernière fois quitter #algerie il y a 1 minute (Bon retour sur www.chaat.fr).,neutral
3081,adage ad3ili  nelqa li nhabha,neutral
3082,!seen *29EC797D.DF5A9088.IP,neutral
3083,kraht,neutral
3085,!seen melina,neutral
3087,Samedii besah troh w khalik,neutral
3088,Kima salamon,neutral
3089,troh lahla iredha,neutral
3092,li troh o tkhalini  nchalah tetalaq,neutral
3093,Samedii arbat rohak brohak,neutral
3094,ani merbout b cadenat,neutral
3097,fakhro fih mazel moustamir fi nifak*,neutral
3100,col gate,neutral
3101,Samedii السبت عيد الكفار يا جدك,neutral
3103,انا مسلم,neutral
3104,dentifrice   كول قط,neutral
3105,ههههههههه,neutral
3106,koul  kelb,neutral
3108,adage nti lazelak tchoufi haka,neutral
3110,chawafa,neutral
3111,ah bon,neutral
3112,نشوف و لا شيء,neutral
3113,ani nasma3 fik tachhgi mkhlou3a,neutral
3114,ماذا,neutral
3115,kayen son f site ?,neutral
3116,kayen la cam ?,neutral
3119,ki makech son ni la cam   mala possible gaa rjal,neutral
3122,ههههههههههه,neutral
3123,ih chefti,neutral
3124,gaa idiro chema,neutral
3125,snanhom sfora,neutral
3126,o ki yaklo yetgar3o a33333333,neutral
3127,صلوا يرحمكم الله,neutral
3128,ههههههههههههه,neutral
3129,https://www.youtube.com/watch?v=saf2SiKt76g,neutral
3130,YouTube Flo Rida - Low (DBLM x FRXSTY Remix) par TrapMusicHDTV (durée: 3:55) - Vue(s): 27495554,neutral
3131,W yalahso sowa,neutral
3134,والتربية,neutral
3135,li idir mayahderch,neutral
3137,هههههههههههه,neutral
3138,o li frustré  iqol ana w ana,neutral
3139,aychin f les reves lol,neutral
3141,ibat maa pc,neutral
3142,new man aw fi sbitar,neutral
3143,inod sbah makech hlib,neutral
3145,habine tzouroh rouhou li zourou nchawtou kifou,neutral
3147,tefla  aycha  f diq,neutral
3148,bin 5 f chambra,neutral
3149,ki tetzawaj tqolo n3ich wahdi,neutral
3151,qoli l babak  n3ich wahdi :lol:,neutral
3152,واش دير بواحد فقير عقلا ومالا,neutral
3153,lmohim dir livret,neutral
3155,mar3oubine bla mazeltou machaftou walou,neutral
3156,o bras dessu bras dessou tzokh,neutral
3166,moscoo tcho,neutral
3167,Samedii بشويا 😮,neutral
3168,mouscotcho lol,neutral
3169,aw galkom rabi wahed mayorgode lyoum kima lbarah,neutral
3170,الهبوط من الطائرة,neutral
3172,يكون,neutral
3174,ههههههههههههه,neutral
3175,qloub,neutral
3176,dsl taht m korssi,neutral
3177,ya adage wallah yhchm bzaf miskin diri nya ya adage lol,neutral
3178,ههههههههههههه,neutral
3179,fahmouni  c koi hechma,neutral
3181,Moscoo انا بقدرشي اكون كذلك,neutral
3182,loka ndiralkom smena wla chhar bla rgade,neutral
3187,aw mandhakach m3akom,neutral
3188,ani nahki sah,neutral
3189,pourquoi petit vieux,neutral
3190,Moscoo no no 😮,neutral
3193,Samedii جيل الالفين كذلك,neutral
3195,samedii: ki tayhetlo hsebeha jrana hh,neutral
3196,ههههههههه,neutral
3198,topa,neutral
3200,grelowa,neutral
3204,hani goultalkom w man lam yahkoum bima anzala allah faoulaika houmou alkafiroun,neutral
3205,t3ayfou,neutral
3206,samedii: kifah aareft bel grelouwa mac grelou hhh,neutral
3207,ma3naha khmaj,neutral
3208,grelo ando chlaghem,neutral
3210,p grelowa  fomhga kbir,neutral
3213,cafara,neutral
3214,Awjak انطق الشهادة,neutral
3215,ki younsarni rabi nashak hata wahed yorgode dima,neutral
3216,هههههههههه,neutral
3217,samedii: samdi wali dima arwah ok yak tu vien tou les jour mach samdi brk,neutral
3218,samedi tsma twla rajel lol hhhhhhhh,neutral
3219,mais  eurasienne|vivaitalia  comment je suis plus le bien venu sur ta salle,neutral
3220,الله اكبر,neutral
3222,adage m3a wjouh kifkom madanitach,neutral
3223,انا مسلم,neutral
3224,nchalah,neutral
3225,kol yom samedi,neutral
3227,nchlh aya b1,neutral
3228,Awjak التوحيد لله,neutral
3229,mais si t es po ignore pat-a-trac :o,neutral
3232,tamni yakhi brabi wa3lah matouhkmich bima anzala allah,neutral
3234,assidi  yahedro ala tawhid  o yenssaw al ma3assi,neutral
3235,لابد,neutral
3237,هههههههههه,neutral
3238,tastahzi,neutral
3239,roh matahderch maa bnat,neutral
3240,walah laki ragdatha lila,neutral
3241,la yajouz,neutral
3242,tchat,neutral
3243,rouh,neutral
3246,jay idir da3wa f chat o  mayrohch issali f jama3,neutral
3249,Adage: anty mouslima machy moslim,neutral
3250,dok tahkemni la diary,neutral
3253,yak kayen lma,neutral
3255,tadhkou 3la rabi,neutral
3257,ani nedhak alik nta,neutral
3258,walah la rgadtou lila,neutral
3259,rouh terqi,neutral
3261,علاه,neutral
3262,rak merkoub,neutral
3264,هههههههههههههههه,neutral
3265,جيب الراقي,neutral
3266,kofar,neutral
3267,شاي الراقي,neutral
3268,مسلمون,neutral
3269,الله اكبر,neutral
3270,110da,neutral
3273,UNKnown,neutral
3274,kifmah aya ta3 rabi tadhkou 3la tgouli rouh ra9i,neutral
3275,Kader31,neutral
3277,walah la rakom ragdine,neutral
3278,Kader31 rouya,neutral
3279,ههههههههههههه,neutral
3281,kader31 as Salem le sage homme,neutral
3282,مااذيناك,neutral
3283,awjak وَقَدْ نَزَّلَ عَلَيْكُمْ فِي الْكِتَابِ أَنْ إِذَا سَمِعْتُمْ آيَاتِ اللَّهِ يُكْفَرُ بِهَا وَيُسْتَهْزَأُ بِهَا فَلَا تَقْعُدُوا مَعَهُمْ,neutral
3284,هههههههههههه,neutral
3285,kima magdartouch habine tashrouna b jnoune ta3 al3arafate ti3kom,neutral
3287,rouh bedel plassa,neutral
3288,ani rayah hata ana,neutral
3289,rouh,neutral
3290,ay likom,neutral
3291,jahanam,neutral
3292,الله ربنا,neutral
3293,ki rak kader31 mlih!!!✌,neutral
3294,ay lik skype,neutral
3295,والجنة جزائنا,neutral
3298,moscoo:  hmd ya raby tkrs mlih et toi ?,neutral
3299,تكبير,neutral
3300,iji idir dorouss,neutral
3301,الله اكبر,neutral
3302,o f lil yetfaraj fayrouz,neutral
3303,لبيك اللهم لبيك,neutral
3304,mazal  omra,neutral
3305,hmdllh ya rebi kader31,neutral
3306,moscoo:  raby yedwmeha,neutral
3308,amin ya khoo,neutral
3309,ان الحمد والنعمة لك والملك,neutral
3310,jo3t,neutral
3311,m dahk,neutral
3314,dahk issamén,neutral
3315,ki tedhak  jou3  puis takol,neutral
3316,adage ad3ili,neutral
3317,samedii kif kif hhhhhh ya adage dirna wach nakol barka mn dhahk,neutral
3318,ya khi mahboula,neutral
3319,hed generation   yechro pizza,neutral
3320,mayaerfoch itaybo,neutral
3322,Samedii الله يبينلك طريق الحق فهاد الدنيا,neutral
3323,wallah sah ya samedii génération T3 pizza w taccos,neutral
3324,"adage  ad3ili  nelqa trik  drahem  lol  al haq bayen,",neutral
3326,moscoo tacos  khir men tyabhom,neutral
3327,طريق الحق باين 😮,neutral
3329,يا الهي,neutral
3331,انا مسلم عاصي,neutral
3332,akhedmi  and rajlek zawja saliha,neutral
3334,ماعكس العاصي,neutral
3335,loken jiti chaba  majich l site,neutral
3337,التقي ايه,neutral
3338,ماهو التقوى,neutral
3339,ان تجعل,neutral
3340,بينك و بين,neutral
3343,adage  dok ndawkhek lol,neutral
3344,ومن يتق الله يجعل له مخرجا,neutral
3345,ويرزقه من حيث لا يحتسب,neutral
3346,كمال الايمان  و الايمان الكامل,neutral
3347,جيبيلي ايات الحجاب,neutral
3348,wala hadok nssitihom,neutral
3350,الحجاب  خير للمسلمات اصلا,neutral
3351,ki tawssal hijeb  o drahem c bon lol,neutral
3352,علاش,neutral
3353,ki twali f nod fjer a 4h c bon,neutral
3354,mohim,neutral
3355,kol wahed yed3i roho  lol,neutral
3356,الله يهدينا,neutral
3357,reponse sahla,neutral
3358,عيد الاضحى قريب,neutral
3359,كاين الحج ولا مكانش,neutral
3360,capable tmoutio qbel hadj,neutral
3361,هاد العام,neutral
3362,o qbel l aid,neutral
3363,oulach,neutral
3364,قبر  جاف :(,neutral
3365,مافيه ماء,neutral
3366,ki qalbek lol,neutral
3368,اللهم لين قلوبنا,neutral
3369,لطاعتك,neutral
3370,الله اكبر,neutral
3371,Amen,neutral
3374,nrouh nakol,neutral
3375,كول الطماطم,neutral
3376,nakol rassek,neutral
3377,راسي فالمتحف,neutral
3378,Samedi lanaya rebi soysem,neutral
3379,ok assoussmagh,neutral
3380,لازم مترجم,neutral
3381,o hederghara,neutral
3382,dhayen,neutral
3384,القبائل اينما اذهب اجدهم,neutral
3385,الله اكبر,neutral
3386,الشات 75% قبائل,neutral
3389,+samedii d khechi kan aw aziz igehvlan lol,neutral
3390,Nilinnaa maalich a ta sekourth,neutral
3391,انت ثاني نينا ههههههههه,neutral
3393,Moscoo,neutral
3395,!seen moscoo,neutral
3396,Samedii tehvlat kan khechi edj les autres ad3ichan hihihihi,neutral
3400,ani roht,neutral
3403,Aklin dakii,neutral
3404,t'es qui Nilinnaa,neutral
3406,samedii: و العصافير تزقزق,neutral
3407,Unknown -_,neutral
3408,Unknown:  wach rak,neutral
3409,vitaa1:,neutral
3410,Adage -_+,neutral
3411,Belkacem|dz:  la bagarrev lyoum,neutral
3412,vitaa1: bayna mn lawal goltlek nharbo lmakla w naklo b dergua,neutral
3413,ou  sa vitaa,neutral
3415,ou  sa vitaa1,neutral
3416,markaw espagne  waraw drapeau taa dzayer hhhhhhhhhhhhh,neutral
3417,Unknown قلب,neutral
3418,Belkacem|dz:  fi palum beach,neutral
3419,Labagarre eddem ysil  vitaa1,neutral
3420,Belkacem|dz:  chhal hatta loukan dkhelt wasthoum ana makhalawnich,neutral
3421,pk  wach sraa      vitaa1 ?,neutral
3422,Adage oui tu vois bien allahi barek,neutral
3423,speedd  ad3ili  maak,neutral
3424,Belkacem|dz:  2 rjal darbou koddami,neutral
3425,khafou aliik ma vitaa1,neutral
3426,rani mendoub,neutral
3427,لم الندب بالسكوت,neutral
3428,pour kel raison darbou    vitaa1,neutral
3429,samedii: nchlh tetryguel omor,neutral
3430,Adage:,neutral
3435,Hhh vitaa1  otlek addi maak chaoura !,neutral
3437,Yaaaa 3likom El galmaaaaa,neutral
3443,speedd:  wajadli douzan dbiha,neutral
3450,OkitooSd: win ya sah,neutral
3451,vitaa1:   v   prv,neutral
3452,vitaa1: ya wedi desactv hhh,neutral
3453,nous vaincrons   commme a   dit ché guévara vitaa1,neutral
3454,Belkacem|dz:  ani jaya,neutral
3456,Speedd 🤣🤣🤣🤣 amigo kifek ?,neutral
3458,OkitooSd: CV الحرارة لاتطاق,neutral
3459,wahrani31: à khroj matahchemch hhh,neutral
3460,الحرارة لاتطاق لاتطاق - speedd,neutral
3461,wahrani31:  nendeb,neutral
3462,vitaa1 tu es attendue,neutral
3463,Belkacem|dz: walh gholba,neutral
3464,!seau speedd,neutral
3466,vitaa1: kherjyh wahrani31 le d'où hh,neutral
3468,!seau Belkacem|dz,neutral
3470,speedd hhhhhh ana taarefni hachem aala hadi vitaa tendeb aliya,neutral
3472,!plouf Belkacem|dz,neutral
3473,Inno pousse Belkacem|dz dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,neutral
3474,!seau perlea,neutral
3475,vitaa1 balance un seau d'eau froide sur perlea. Ca va te calmer je pense ;) ,neutral
3478,!seau speedd,neutral
3480,!plouf speedd,neutral
3484,Speedd mlih skhana douweb la graisse 😂,neutral
3485,vitaa1 winek?,neutral
3486,vitaa1: hhhhh mosiba,neutral
3489,OkitooSd kirak khouya labess alik,neutral
3492,°º o o º° Envie d'écouter la RaDiO ? clique ici ==> http://www.radiostarmaroc.com/  °º o o º°,neutral
3495,hhhhhhhhhhhhhhh,neutral
3496,vitaa1 narefek tendbi khdoudek,neutral
3498,wahrani31:  hhhhhhhhhhhhhh,neutral
3503,redDol: a7chem,neutral
3504,Feriel: alo,neutral
3506,Inno  slm   MCI,neutral
3511,redDol: pas sur salon,neutral
3512,Wahrani31 wach had El ghiba winek labas 3lik?,neutral
3519,Inno ca va ?,neutral
3522,OkitooSd: bah hhh,neutral
3524,!seen Delphine,neutral
3526,Ayah|OnAir: é p u i s é comme une hirondelle xD,neutral
3527,bueno4:  win raaaaaaaaaaaaaaaaaakkkkkkkkkkkk,neutral
3534,!seau Inno,neutral
3536,kirak new-man rak bkhir,neutral
3539,Inno  prendre un ou une assistant (e),neutral
3540,!seen *6C7FECBB.8EB2A170.DABA5AE9*,neutral
3542,vitaa1: bueno4 raho Maa lbrakkkkk,neutral
3543,m3aya oups oups lol,neutral
3544,Inno:  lol,neutral
3545,bueno4:  quelle chaine,neutral
3546,wahrani31:  hmdoulah khouya wenta,neutral
3547,Speedd pr le moment laken hâta film,neutral
3550,speedd:  lbraaakkk bnin,neutral
3552,vitaa1: hhhh,neutral
3555,walah labess aliya khouya new-man sahit aala voice,neutral
3557,Feriel: oui kayna skhana brk hh,neutral
3559,je suis l assistante de mon guerrier,neutral
3563,je re,neutral
3564,cv imen  et  toi,neutral
3565,Inno je sais lol,neutral
3566,cv Inno  et  toi,neutral
3567,imen: hhh cv,neutral
3571,perlaa  si celle ki passe en  cemoment  cest  nass el  ghiwan titre ah ya ouine,neutral
3572,perlea  du marocain,neutral
3574,pas tjs,neutral
3575,par contre,neutral
3576,mais si,neutral
3577,on que si,neutral
3578,au retour a la maisn,neutral
3579,Nn Inno ,neutral
3582,Ayah|OnAir: hhh,neutral
3584,leurs femmes prennent soin de leurs blessures,neutral
3586,au lieu de prendre soin d'autre choses Ayah|OnAir mdr,neutral
3587,C'est vrai que pour etre Inno vent faut du temps devant soi !! lol,neutral
3588,Inno j allais le dire,neutral
3593,perlea lol oj,neutral
3594,un tchype,neutral
3596,Inno: lol,neutral
3597,bueno4:  je suis branché tf1    chhal chaabin les joueurs,neutral
3601,vitaa1: qui ton preferé,neutral
3602,vitaa1: tu regardes le jeu ou les joueurs ?,neutral
3606,Inno: f l'histoire oui qui fait face ,neutral
3607,Inno: hhh ,neutral
3609,basseme:  les joueurs,neutral
3610,psssst,neutral
3612,vitaa1: N'kehlou fi zoudj juste l'angle machi kifkif !! lol,neutral
3613,perlea: accroches toi,neutral
3616,bueno4:  hhhhhhhhhhhhhhhhhhhh,neutral
3619,perlea mme deux lol,neutral
3621,perlea de rien,neutral
3623,basseme avocat?,neutral
3625,bueno4: nta cher ghar y w vitaa1 gherb char9i hhh,neutral
3628,merci,neutral
3629,basseme bayen fik chekam,neutral
3632,je rev1,neutral
3633,vitaa1: der roho machafech aajbeto taawadi,neutral
3636,J'ai perditio mon  pseudonymes,neutral
3638,bueno4: hhh bayna ,neutral
3639,basseme wesh dakhlek fiya w 3lah tu te donnes en exemple?,neutral
3642,Belkacem|Abs: ok,neutral
3643,Ayah|OnAir: quand tu aura du temps libre ?,neutral
3644,Sympa3: kawl el hakk   li dekhelni,neutral
3645,basseme:  arwah matez3afch,neutral
3647,Speedd makenech skhana f la plage,neutral
3649,Je fais quoi  pour le récupérer,neutral
3650,basseme:  hhhhhhhhhhhhhhhhhhhhhh,neutral
3658,Manell93 kech plage?,neutral
3659,juste psd,neutral
3660,Nn sympa,neutral
3662,!seen new_man,neutral
3663,Inno > je ne me souviens pas avoir vu new_man.,neutral
3669,corona halkatna,neutral
3671,faut que je trouve le truc qui cloche,neutral
3672,bueno4: hhj,neutral
3673,lol  speedd,neutral
3675,"Salamon: c pas la fi  n  du monde,,ten trouveras dautres",neutral
3679,Chaque jour de nouvelles connaissances la chopent,neutral
3684,Belkacem|Abs: rak àbsen kifah cheft hhhhhhhh,neutral
3686,Salamon: c koi ton psd,neutral
3688,vitaa1: mazalet lbaraka tkp,neutral
3690,Belkacem|Abs: hhhhh,neutral
3691,Belkacem|Abs:  ABS w yedhak lol,neutral
3692,speedd: Loukan vitaa1 djat rajel kanou yssimiwha ....El mokh Tar !! lol,neutral
3694,bellareje,neutral
3697,bueno4: hhhh oui,neutral
3699,lol  Inno  c mon clavier yadkhak,neutral
3703,inno non mon pseudo quand je entre mebdit ce pseudo est prise,neutral
3704,Belkacem|Abs: clavier ghyr re9yh hhh,neutral
3706,Salamon: donne ton pseudo pour voir,neutral
3707,mdr Inno speedd,neutral
3708,Me dit,neutral
3709,Salamon: donne ton pseudo pour voir,neutral
3714,Salamon:,neutral
3715,Salamon: viens au pv,neutral
3716,"Salamon: je vais faire un essai pour toi,,atta",neutral
3738,!voice vitaa1,neutral
3739,!voice bueno4,neutral
3743,Sympa3:  quelle affaire,neutral
3744,!plouf Naim,neutral
3746,new-man:,neutral
3747,new-man:,neutral
3748,new-man:,neutral
3751,!café inno,neutral
3754,jai un oeil sur le match et un oeil sur le salon,neutral
3755,bon je vous laisse,neutral
3758,Naim: CV frr ,neutral
3762,speedd salam CV,neutral
3766,Ayah mdr,neutral
3772,Fadila: traduis stp,neutral
3773,voila,neutral
3778,°º o o º° Envie d'écouter la RaDiO ? clique ici ==> http://www.radiostarmaroc.com/  °º o o º°,neutral
3779,Sympa3: c de toi ?,neutral
3782,vas y,neutral
3783,on fait des choix dans la vie et les consequences peuvent etre destastreuses,neutral
3785,en silence,neutral
3788,Je vient chez toi,neutral
3791,Casanova23:,neutral
3807,Chacal: CV b1,neutral
3840,23:46:11 <+Jessica> wahrani31 (Chaat@6392A010.FC7012AD.632DB19E.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 minute (Bon retour sur www.chaat.fr).,neutral
3841,23:46:11 <Anim> wahrani31 (Chaat@25ACFBF8.6DFF9345.632DB19E.IP) a quitté #algerie il y a 53 minutes (Mardi 6 Juillet 2021 à 22:52:28) (Bon retour sur www.chaat.fr).,neutral
3852,Chatte:,neutral
3951,نعم السرعة أعطي هذا الانطباع أنا أغش مع المترجم لكن لا تخبر أحدا,neutral
3964,+PoPeYe sahit khouya,neutral
3968,Arabica في بعض الأحيان أكون مضحكة ولست دائما لدي الأستاذ المار,neutral
3969,Lueur:  https://scontent.fczl2-1.fna.fbcdn.net/v/t1.6435-9/209655739_257923909466385_761802022097760424_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8bfeb9&_nc_ohc=oOE4jm6728kAX-hpoDo&_nc_ht=scontent.fczl2-1.fna&oh=9fd76cbce0a2d5e39a6e1df8c7b55e2c&oe=60E98958,neutral
3974,Arabica: nasia ليس الضحك الكثير والا تدخل دبانة في الفم hhhh,neutral
3975,Ah c comme ça passager18 moi j ai pas le droit a une musique que pour  إن الأمر كذلك بالنسبة لأبناء عمومتك ولكن ليس لديك,neutral
3976,YouTube الذبابة الملعونة .... مش هتقدر تبطل ضحك par mahmoud El-Sharkawy (durée: 3:07) - Vue(s): 7209612,neutral
3980,قاع المفقودين,neutral
3982,شا نسيني ثاني,neutral
3988,إذا كان هذا هو الركاب18 حتى هنا إذا كان لدي. فهمت أن جميع أبناء عمومتك يزورون غرفة المعيشة ، فهذا جيد,neutral
3995,الراكب 18 كلمة لا تعني شيئًا خلف الكمبيوتر ، إنها براغماتية فعلية,neutral
3999,إنها تمطر على رأسك أو لا تمطر 18,neutral
4000,حسنًا ، تشارلز إينغلس في البيت الصغير في البراري,neutral
4004,يجيب على أبناء عمومته من أرابيكا بالسلام ومن الواضح أن لديه الكثير,neutral
4009,Arabica: wa hadi fi khatar ma cousine lol  https://scontent.fczl2-1.fna.fbcdn.net/v/t1.6435-9/209655739_257923909466385_761802022097760424_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8bfeb9&_nc_ohc=oOE4jm6728kAX-hpoDo&_nc_ht=scontent.fczl2-1.fna&oh=9fd76cbce0a2d5e39a6e1df8c7b55e2c&oe=60E98958,neutral
4021,Marcel (Chaat@443DBAFB.20EE86C8.632DB19E.IP) a été vu pour la dernière fois joindre #Charme il y a 15 minutes. Marcel est maintenant sur #Charme.,neutral
4027,Passager18 لقد حذثت رجالا كثيرا لقد كرهت منهم وضعتهم في كيس اسود,neutral
4028,Adage: هل فتحتي لهم كي يتنفسو,neutral
4029, Adage فتحتي الكيس الاسود,neutral
4032,Passager18 انت يهنيني اكرم منك,neutral
4034,ههههههههه,neutral
4038,ياربي انا حصلت,neutral
4039,ههههههه,neutral
4041,Adage: خِخِخِخِخِخِخِ,neutral
4045,انك تريد معرفة كل شيء عني,neutral
4050,YouTube Aderrahmane Djalti - Habit ana nekber m3ak⎜عبد الرحمان جلطي - حبيت انا نكبر معاك par PATRIMOINE DZ (durée: 5:33) - Vue(s): 5139397,neutral
4055,هبلوني وانا ماعنديش وجه واحد,neutral
4057,عند 7 على قول سلامون,neutral
4059,لذلك فإن أرابيكا هي رسالة مشفرة معها. الرسومات جيدة. افعلها,neutral
4060,nasia: شكرا جزيلا لقد حشمتني هههه,neutral
4061,Arabica إنه جدًا ما ترسمه سأحاول أيضًا,neutral
4207,elinea:  tu as un salon ados si tu veux quelqu'un de ton âge,neutral
4211,oui ta quel age,neutral
4212,"Tramontane, lol non des personnage non-jouable",neutral
4214,elinea,neutral
4220,Elina cv,neutral
4221,de deux filles,neutral
4224,voire plusieurs lol je rigole,neutral
4228,plusieurs maris ?,neutral
4230,et ben,neutral
4231,Cc saperlipopette,neutral
4239," ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour tout signalement(¬_¬) , n'hésitez pas à remplir le formulaire ✉ ✍ ➤ https://support.chaat.fr/signalement",neutral
4247,alala quelle vie si ce n'est celle ci,neutral
4261,Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,neutral
4266,"H-Lamberty:  faut y amener a la dechetterie, c'est a l'autre bout de la ville",neutral
4277,a part pour les pro,neutral
4278,cc bàbycrew ^^,neutral
4279,Guest28492:  tu as oublié ton mot de passe?,neutral
4280,PV  kbyle222,neutral
4283,Cc elina,neutral
4284,cc ta quel age,neutral
4286,Nanasse,neutral
4289,euh dzl je cui de pààge gentilmec j encore lé yeux fermé,neutral
4290,je me reveille,neutral
4292,Cc eliana cv,neutral
4293,Guest28492:  tu l'avais enregistré avec un mot de passe?,neutral
4294,je crois,neutral
4295,Cc Andrea,neutral
4296,Andrea dit,neutral
4298,Guest28492:  faut aller voir sur aide,neutral
4299,Vous faites quoi ?,neutral
4302,genre 5 euros par an happyy,neutral
4303,"Kornh, musique, café & toi?",neutral
4312,"bigoook1, lol le realname :D ",neutral
4313,si je vais aller mêttre mon gigot au four,neutral
4315,passer l'aspirateur,neutral
4317,kAyzo va en pv,neutral
4324,y mdit met de la creme,neutral
4325,Guest43051:  il fait quel temps à cholet en côte d'ivoire?,neutral
4333,Tramontane,neutral
4334,Dés fille en talons sexy ?,neutral
4336,car j'ai un truc a tedire en pv,neutral
4337,deux ans après que je le vois j'ai a nouveau la ppau douce sur le visage et je ne fais rien de plus ni de moins,neutral
4338,z'avez fait /whois bigoook1,neutral
4340,Elinea cc,neutral
4346,elinea prv,neutral
4348,on va on vient,neutral
4349,Ennour,neutral
4362,j'ouvre pas ma bouche pour ignorer,neutral
4363,"Ennour, x: s'mieux avec un K :D ",neutral
4365,!Seen quipourrp,neutral
4366,Fétichiste des talons 👠 ?,neutral
4367,"quipourrp (Chaat@AB42809.60916E94.AE33BA24.IP) a été vu pour la dernière fois quitter #Accueil il y a 10 heures, 59 minutes (Bon retour sur www.chaat.fr).",neutral
4371,ca va rester longtemps mets de la crème qu'il me dit,neutral
4375,"bigoook1, tu devrais changer aussi le 36 M s*x ",neutral
4378,bigoook1 je tai envoyer un message,neutral
4380,C ki les boulets tramontane  lol,neutral
4385,Ok tramontane lol,neutral
4386,"nanasse, Dans TA brousse à toi alors *-*",neutral
4390,Bonjour ou est-ce qu'on signe pour des rencontre sexuel je suis toute ouii,neutral
4396," ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo\xa0(c'est gratuit) (◦'⌣'◦)/  ➤  https://www.chaat.fr/register",neutral
4399,une ca pot te Raphry,neutral
4400,Quelqu'un du val d'oise ?,neutral
4402,je suis dans un val on,neutral
4403,Vous avez déjeuner,neutral
4405,dans un? ,neutral
4414,!seen cheima,neutral
4415,Je trouve 43 réponses à votre demande. Voici les 5 plus récentes (dans l'ordre): Alexlille Kawaboys62 Christian62 Louane Infirmiernuit. Alexlille (Chaat@BE254FB9.882513CE.1762A978.IP) a été vu pour la dernière fois quitter #Accueil il y a 18 minutes (Bon retour sur www.chaat.fr).,neutral
4420,Plop,neutral
4424,Sa gazzz,neutral
4439,bref,neutral
4443,Merci nanasse t'en fait pas je suis pas du genre à cherché des noises je blague,neutral
4444,dit stp,neutral
4448,Caramelo,neutral
4456,Ok je découvre c pour sa,neutral
4460,Elinea 25,neutral
4462,Bah parle en salon caramelo,neutral
4464,Si tu veu,neutral
4467,Caramelo:  tu cliques sur le pseudo dans la liste puis message privé,neutral
4468,"Caramelo, ça dépend faut déjà crée quelque affinité en salon avant de vouloir toqué dans la maison des gens :d ",neutral
4472,kayzO,neutral
4475,Pour certains,neutral
4478,"bigoook1, je vais te dire Kawed tu dois comprendre ;) ",neutral
4483,oui hein HamsterJovial on y voit la petite souris!,neutral
4485,!pelle choups1,neutral
4487,Mais vous tous des dactylo m'a parole,neutral
4489,!tapavu ennour,neutral
4490,Ennour (Chaat@89F51DCC.BCE2E1D8.83472949.IP) a été vu pour la dernière fois quitter #Accueil il y a 3 minutes (Bon retour sur www.chaat.fr).,neutral
4499,Guest59061:  rajoute un e à ton pseudo en attendant de régler le problème,neutral
4512,Nanars et gestion,neutral
4513,Et tramontane,neutral
4517,07.84.91.26.31,neutral
4522,Ah ouais vazi la brune montre moi,neutral
4529,On va où la brune lol,neutral
4535,Nanars tu bosse de le site toi,neutral
4536,Nanasse,neutral
