,sequence,label
4733,!mord choupette,negative
4739,"Jeancule16cl, roland_culé",negative
4749,!mord bichette,negative
4755,my english is very bad but of course you can understand me o:,negative
4766,"C est impressionnant il est 10h passer les pseudo Fake sont de sortie, peuvent pas se lever comme tout le monde a 6h",negative
4769,"rho l'autre hé, il se barre :/",negative
4772,Bon allez zou bye a tous a plus,negative
4773,Salut diablotin,negative
4774,"Ennour, Bye bye à plus ",negative
4775,c'est le far ouest à cette heure là,negative
4777,"Chaat.fr - n°25641  Aujourd'hui, c'est mon anniversaire et mes parents m'ont offert ""un bon pour un cadeau de plus l'an prochain"". Ils m'ont déjà offert ce même bon l'an dernier. VDM ",negative
4781,l'après midi j'y suis jamais,negative
4784,ca va devenir le bordel s'il fait moche,negative
4789,puis le confinement terminé tout ça,negative
4790,baisse d'activité ,negative
4791,moi pas beau j'ai rien fait de spécial,negative
4793,ah ouais ta vu Tramontane on va subir l'inflation la hausse des prix ,negative
4797,les fournisseur on gonfler leurs prix ,negative
4799,et c'est nous qui trinquons,negative
4800,je m'en fiche je dépense mon fric en espagne,negative
4801,à cause de la marge qu'ils vont se faire pour récup,negative
4804,Bizarre ici,negative
4807,fait pas comme les multi nationnal :o ,negative
4825,Ça va trop vite,negative
4827,m'enfin l'inflation on en reparlera dans quelque temps x: quand tous le monde aura plus de thune en millieu de mois xD ,negative
4829,ça sera les moitier de mois difficile,negative
4830,plus les fins de mois difficile,negative
4831,je crois que c'est ce que vivent les gilets jaunes,negative
4835,"Tramontane, faut arrêter les GJ la plupart sont des chômeur ou au RSA t'sais ",negative
4836,rare son ceux qui on un emploie fixe chez les GJ ,negative
4838,non pas au début du mouvement,negative
4840,même le royaliste à deux balles qui fou une claque à Macron ,negative
4842,un royaliste quoi ,negative
4844,Je sais pas me servir du site,negative
4845,y'en qui on pas compris je crois l'évolution de notre civilisation mais bon ,negative
4853,Aidé moi svpl,negative
4857,C'est un monde primitif,negative
4859," ℹ️ [ INFO Chaat.fr ] ℹ️ : ⛔ STOP aux bagarres ❗ ⛔ Tout comportement négatif ou violent pourra être sanctionné par un Kick voir un Ban. Pour chaque minute où vous êtes en colère, vous perdez 60 secondes de bonheur. Ce TChat n'est pas un défouloir. Merci :)",negative
4860,oui çà a servi à quoi kAyzO,negative
4869,"Tramontane, bah écoute jette ton pc et ton tel x: puis on te vera plus xD ",negative
4874,et mon tel franchement c'est bien cher pour ce que c'est,negative
4876,"Tramontane, après tu n'es pas toute jeune non plus et à fond sur les innovations qui ce font attention c'est pas une critique hein ",negative
4883,c'est surtout que je ne l'ai pas greffé le tel,negative
4886,ba moi pas,negative
4887,!clope,negative
4888,Il semblerait que nanasse s'offre une bonne pause clope bien meritée (c'est pas bien de fumer),negative
4891,elle fait trop x: sa forte tête x: ,negative
4892,non d'une Tramontane,negative
4893,!tapavu vilaine,negative
4894,Oliverr > je ne me souviens pas avoir vu vilaine.,negative
4896,oui je croise plus de gens avec le nez sur leur tel que pour regarder un coucher de soleil,negative
4899,"Tramontane, voilà x: même au taff les plus jeunes lache pas leurs tel pendant le boulot certain en kit main libre à discuter et taffer en même temps c'est n'imp ",negative
4902,qu'est ce que c'est mort,negative
4905,Manuel diablotin,negative
4907,c'est sur que si tu as un mouchard sur ton ordi tu as interet à avoir du rendement,negative
4911,donc ne fait pas de généralité de ton cas,negative
4912,"Tramontane, même pas ^^ c'est une usine et c'est physique avec une cadence à suivre du coup c'est relou ",negative
4913,"Tramontane, j'en fais pas une généralité je parles pas de ceux derriere un bureau ",negative
4917,ba si ils ne bossent pas ce sera délocalisation de ton entreprise,negative
4918,ça risque pas ,negative
4919,et ce sera pas la peine de vous mettre en grève,negative
4920,on est pas près de coulé ,negative
4921,le boulot est fait dans tous les cas (: ,negative
4924,"Chaat.fr - n°348261  Une lessive, une ! Aujourd'hui j'ai acheté un kit anti-moustique : une poudre les attirant, à verser dans un tube recouvert de colle. Mon mari a renversé la poudre sur nos draps en voulant monter le kit. VDM ",negative
4925,sinon je cris,negative
4929,Range ton TEL BOSSE BORDEL ,negative
4931,sinon : TRAVAIL TRAVAIL esclave,negative
4933,ba une chose est sure tu ne me donnes pas envie de postuler,negative
4940," ℹ️ [ INFO Chaat.fr ] ℹ️ : Ce TChat étant Francophone, nous vous invitons à écrire de façon à ce que vous soyez compris par TOUS. Le language SMS n'est pas toléré... ba ué c kom sa dsl. Tout abus après ce message sera puni sans préavis ! (ง'̀-'́)ง(/❛o❛)/",negative
4956,taff a fond ca ce passe trankil moin present en ce moment kAyzO ca gere,negative
4973,ca fait 4 jours ke je me prend des orages sur la tronche en camion pas a par ca la vie est belle,negative
4974,"et arrêtez de dire bonjour en pv, il y a le salon pour ca",negative
4985,j'y vais jamais c'est un bor:del à ciel ouvert,negative
4992,"Tramontane, Argeles non c'est pas un bordel à ciel ouvert :p ",negative
4996,drogue sexe alcool,negative
5001,et pas trainer solo sur la plage la night hein les filles ,negative
5002,la vue idyllique du sud... :/,negative
5007,les filles trainent si elles veulent! c'est aux idiots de pas les ennuyer,negative
5012,"Sucre (Chaat@9F09D8A6.41A64F17.A1DC336E.IP) a été vu pour la dernière fois quitter #Accueil il y a 10 heures, 34 minutes (Bon retour sur www.chaat.fr).",negative
5014,malheureusement des idiots il y'en a depuis la nuit des temps..,negative
5016,çà se drogue mais discretement,negative
5017,st cyp c'est tombé de classe,negative
5018,"Tramontane, perso je touche pas ça ",negative
5020,avant c'était chicos ba maintenant ....,negative
5022,"avec y avait un ptit cote chic, bah maintenant...",negative
5023,je suis contre kAyzO,negative
5025,"Tramontane, ça se comprend (: ",negative
5029,il est plus facile de gouverner des gens dépendants que des gens réveillés,negative
5032,nass (Chaat@EFB92DDF.E7F8E7B6.90D730FB.IP) a été vu pour la dernière fois quitter #Accueil il y a 58 minutes (Bon retour sur www.chaat.fr).,negative
5059,Vanille: bof,negative
5081,"Chaat.fr - n°229788  Aujourd'hui, mon voisin est venu me demander pourquoi ma connexion ne marchait plus. VDM ",negative
5082,Vanillee: vous etes compliquées,negative
5087,C les hommes qui sont conpliquee,negative
5089,dommage on ne peut pas profiter de ta beauté ours,negative
5090,Tramontane:  bah vu que j'suis pas beau vous profiteriez pas de grand chose :'),negative
5102,Au zoo ....pauvres bêtes,negative
5104,Les pauvres,negative
5106,Les zoo vont plus exister,negative
5110,Enfermee dans une cage,negative
5115,Ya pas ma cousine,negative
5118,plus le droit d'enfermer ce genre de bête,negative
5123,pfffff,negative
5131,Comment tu peu enfermer des bêtes je conprend  pas,negative
5133,Non !,negative
5138,Rooo non,negative
5140,Il fait trop Cho j'ai moi ça soule,negative
5157,je ne sais pas kAyzO ca mfait les premiers jours gris j'ai pas de repères sans le soleil,negative
5159,depuis ce matin a cahque fois que je regarde par la fenêtre je me dis il est 7H,negative
5163,Elisa (Chaat@7F41E601.4542ED0E.BE3EA212.IP) a été vu pour la dernière fois quitter #Ados il y a 2 heures (Bon retour sur www.chaat.fr).,negative
5165,"enfin tant qu'il arrete de faire des orages, je m'en moque du ciel gris",negative
5168,H-Lamberty:  ici aussi le tps est gris,negative
5169,"Barbie:  ah bin avec ce pseudo, tu vas attirer les boulets qui voudront jouer avec toi lol",negative
5171,Ah mince nanasse,negative
5186,Ah non je ressemble  pas à barbie lol hophop,negative
5198,sinon tu finis dans la nasse,negative
5206,"Nath31 (Chaat@B79CCD09.5E566A91.EC6C2695.IP) a été vu pour la dernière fois quitter #Entre-filles il y a 10 heures, 26 minutes (Bon retour sur www.chaat.fr).",negative
5219,"donc Barbie avant d'etre une poupée était un des nazis les plus celebre, pas pour rien que barbie était blonde ;)",negative
5221,Okk je savais pas,negative
5224,Barbie tue Rick,negative
5230,hophop: tu as du retard,negative
5233,pffff,negative
5235,j'ai pas mis ma jupe rose,negative
5236,ah merde je l'avais pas vu crepuscule pardon :D,negative
5249,Y'a que le pastis qui est à l'eau chez moi,negative
5251,"Chaat.fr - n°21624  Aujourd'hui, après avoir fait un don du sang, on m'a dit de ne pas faire de sport dans les prochaines 24 h. Je ne savais pas que la masturbation était si physique. J'ai eu un malaise en pleine action. VDM ",negative
5257,Ouais la météo aussi :(,negative
5263,Ya pas de soleil,negative
5272,"moi pareil, pas de soleil, et temps frais",negative
5275,pour bosser qu'il fasse moche dehors,negative
5279,Malheureusement je ss tres tres loin damien,negative
5289,je vais bientot reprendre un efferalgan,negative
5293,et ben pense à ton foie H-Lamberty,negative
5299,c'est quoi çà encore,negative
5301,moi pas,negative
5302,Cc vilainechiante,negative
5304,Savourer ou picolé comme un troue Mister?,negative
5305,j'ai horreur des alcooliques,negative
5306,bonjour VilaineChiante,negative
5321,"Crepuscule, t'es nul là (: ",negative
5322,Ah tiens encore une escorte,negative
5326,pardon Cindys-o-u-m-i-s-e tu es enchainée?,negative
5329,kAyzO: pq donc? on peut pas parler de fringues?,negative
5333,pensée unique,negative
5334,"Crepuscule, ^^ joue sur la subtilité (: ta raison ^^ mais tu devais pas retourné à tes occupations?",negative
5340,kAyzO: quelle subtilité? pour moi etre voilé= etre soumis,negative
5341,ou est le soucis?,negative
5342,Cindy c est quoi tes tarifs horaire en soumission,negative
5344,alors là j'y connais rien H-Lamberty,negative
5346,si quelqun porte un collier et une lesse c'est etre soumis aussi,negative
5347,"Crepuscule, t'es bien mal renseigner ;) mon ptit comme si c'était mis de force mais sérieux arrêter vos préjuger en CARTON ",negative
5350,Relou,negative
5351,c'est 8 euros de l'heure pour faire le ménage vlad,negative
5352,kAyzO: non la tu parles de SM on parle de sousmission ;),negative
5354,"Crepuscule, tu parles de voile avec la soumission ",negative
5358,voila la pluie fait encore son apparition,negative
5359,grrr,negative
5363,"Crepuscule, azy laisse tombé ^^ j'ai pas envie de tergiverser alors que tu m'as très bien compris mais la langue française est une langue très complète avec bcp de vocabulaire pour faire mumuse ^^ ",negative
5364,si c'est plus grave le diagnostic faut orienter lapersonne vers les soins appropriés je peux pas intervenir au delà du je guerris en 5 jours,negative
5366,"Crepuscule, j'ai jamais vu de mec avec un voile perso (: encore moin un mec voilée soumis ",negative
5367,ici grêle encore,negative
5368,et quoi kAyzO tu es fermé au débat et aux autres visions du monde? ou je dos me soumettre à tes idée?,negative
5369,"Crepuscule, bon ^^ j'aime pas la tournure que ça prend ton comportement actuel me plait pas point barre .|",negative
5371,je refuse de payer des médocs donc pas d'auto médication,negative
5372,si c'est la tuberculose je peux rien faire si c'est une grippe ca va je me soigne seule Tramontane,negative
5374,"H-Lamberty: un rhume traité dure une semaine, un rhume non traité dure sept jours lol",negative
5379,Bon ben dommage on a perdu Cyndi,negative
5380,"je vois pas les soeurs en rue à 3h du matin, les freres oui, donc tu vas me fire que si elles sortent pas c'est parcequ'elles n'ont pas envie?",negative
5381,un rhume soigné par un toubib est gratuit un rhume soigné par le pharmacien çà enrichit les labos,negative
5386,Crepuscule:  on es pas censé parler religion sur le salon laisse le tanquille,negative
5397,Chelou ici,negative
5400,ma pharmacie premier secours est à ma charge,negative
5402,joue pas sur les mots .. t'en a parler au dessus,negative
5403,"Crepuscule, donc je vois pas trop ou est la raison dans tout ça ;) si ce n'est une divergence de point de vue ",negative
5405,Arrete c pour les laboratoires  les pharmacie,negative
5410,Je savais plu,negative
5411,"Crepuscule, mtn si tu veux tergiverser je suis là mais sinon ça sert à rien ^^ on à nos deux avis different c'est tout et on campera sur nos position ",negative
5413,pas comme le boujolis mdr,negative
5423,"Crepuscule, ^^ azy laisse tomber hors contexte avec la base ",negative
5426,dexeryl j'en veux pas ce n'est pas adapté,negative
5428,pourtant je vis en dessous du seuil de pauvreté,negative
5432,"Chaat.fr - n°32490  Aujourd'hui, je passe mon permis pour la troisième fois. Arrivée au bout du parcours, je suis plutôt satisfaite de moi et l'inspecteur me fait comprendre que cette fois-ci, c'est la bonne. Euphorique, je sors en furie. Et bim, le cycliste dans la portière. Et bim, le permis pour la quatrième fois. VDM ",negative
5434,Je c plu,negative
5435,c'est quoi ton seuil de pauvreté ?,negative
5437,les alcolos ne paieront leur trousse d'urgence urgo delire,negative
5438,jamis,negative
5441,et ils vont passer à la casserole,negative
5443,J'ai eu un bug les gens avec qui je parlais revenez lol,negative
5447,!baffe LadyIce,negative
5448,MrNice met une groOsse baffe à LadyIce,negative
5454,mince,negative
5456,ya pas d'heure pour l'apérowww,negative
5457,!baffe MrNice,negative
5458,LadyIce met une groOsse baffe à MrNice,negative
5465,Bah jtai demandé si ça allait Vladcarstein... jai pris un vent force 10,negative
5466,"Hector-78, hectoooooooooooooooooooor comme dans TROIE avec brad pitt quand il crit derriere les murailles ",negative
5480,Valentina: ça a bugué quand tu allais m'envoyer ta photo,negative
5485,Jsuis pas douceeeeeeeee Vladcarstein,negative
5486,douce comme un cactus,negative
5489,tu piques LadyIce ?,negative
5492,Alors a 10h c est heures des escortes et pseudo Fake et 11h c est les chaud lapins,negative
5493,Non jai la réplique acerbe parfois P0ussiere2lune lol,negative
5495,Bah je c plu,negative
5498,les tests de grosesseet la pillule ce n'est pas gratuit c'est sur,negative
5500,Vladcarstein: à 12h00 ce sera les trav à 13h les bi etc,negative
5504,lesmecs ya un accident 'est l fille qui paie,negative
5505,Les vaccin covid je crois c payant,negative
5507,"H-Lamberty:  faut voter marine, les tampax seront gratuits",negative
5509,elle veut pas le bebe faut quelle raque 5 euro y participera rien c'est jamais leur faute,negative
5510,Et jai mm pas droit à mon bisou Vladcarstein jsuis déçue,negative
5511,et ta konerie,negative
5512,Ah c cher,negative
5515,c'est pas pris en charge ?,negative
5519,avec toute la smala Barbapapa je fais tourisme de tests lol,negative
5522,c'st plus je crois que c'est 8 euro,negative
5528,Par contre c quest nul c que lhopital tu paiye,negative
5531,"moi  je vais aller en france, me déclarer corona",negative
5534,et j'aurais 2sem dans une chambre d'hospital tout frais payer,negative
5537,c'est hyper cher une chambre,negative
5538,Lamberty c est extrémiste comme exemple,negative
5540,on dirait que lesmurs de l'hopital sont toujours en cours de paiement,negative
5541,fais gris à paris,negative
5542,30 euros par jour non remboursé en clinique,negative
5547,vivement qui paient leur credit que le prix de la chambre baisse,negative
5553,Ah mince ou c dommage,negative
5556,les murs apparemment ca raquent,negative
5559,Le pire ça doit être les enterrements,negative
5560,Lamberty je peux te donner un autre exemple un ami a moi à chopper le sida car sa compagne a été jouer sa salooe avec un autre et a jamais rien dit,negative
5561,Comment ça doit coûter cher,negative
5564,Ah la vache,negative
5565,je te jure autant le jeté à la mer,negative
5566,c'est chelou Vladcarstein,negative
5568,Non quand même pas,negative
5574,je pense pas a un infidelité le vih Vladcarstein c'est surtout des histoires de vengeance,negative
5575,Crépuscule je l ai vu sombrer de jour en jour de cette maladie,negative
5576,Vladcarstein: elle lui a pas ramené des gosses aussi?,negative
5578,pas toujours mais des fois Vladcarstein,negative
5586,nanasse > t'as pas répondu à la question de LeSauvage|Absent,negative
5591,Je veux bien que les gars soit fautif dans la majorité des cas mais dans certains les femmes sont plus responsable,negative
5595,a en avoir cen'etait pas synonyme de tromperie pour moi pourtant je suis sevère,negative
5598,je serais un mec ici y'en pas une que je prendrais pour épouse,negative
5599,Tiens sujet pour vous une fellation c est tromper ou pas,negative
5603,si tu tchat ici et tu ne le dis pas=tromper,negative
5604,Je trouve que le mariage ca sert à rien,negative
5611,Barbapapa:  on dit ke le mariage est le cimetiere de lamour,negative
5615,Le cimetière  de l'amour,negative
5619,et 1an apres il te vire,negative
5622,Jessica tu es un bot,negative
5623,"en te disant tu n'a pas de contrat tu te casses, zero droits",negative
5626,si tu n'es pas deux ba tu restes locataire,negative
5627,"Chaat.fr - n°31458  Aujourd'hui, ma voisine d'en bas me dit : ""Vous vous levez de plus en plus tard..."" Étonnée, je lui demande comment elle sait ça. Elle me lance : ""Au début, vous vous leviez à 6 h 45, puis 7 h et aujourd'hui 7 h 20... J'ai pris l'habitude d'écouter votre chasse d'eau !"" VDM ",negative
5628,"L'amour rend aveugle, le mariage rend la vue et le divorce vide les comptes",negative
5629,mais le mariage n'a jamais été lié à l'amour,negative
5631,on a tjs marié les gens sans qu'ils s'aiment,negative
5633,Meme les vaccin je trouve que ça sert à rien,negative
5634,De covid,negative
5635,moi je trouve que Barbapapa tu ne sert à rien :),negative
5637,C méchant ca lol,negative
5638,Barbapapa: ne remets pas çà sur le tapis,negative
5639,Barbapapa tu viens de te mettre une cible dans le dos,negative
5640,vous avez quand meme des façons de penser tres basiques et binaires,negative
5642,"Non , il a juste ses propres avis",negative
5644,Crépuscule l être humain est basique et binaire,negative
5655,si le mariage était si inutil pourquoi les gays et dérives en tout genre veulent se marrier?,negative
5656,"Plus le temps passe, plus je vous et j entend de choses et plus je le dis que l être humain est vouer a s auto-detruire avant la fin de la planète terre",negative
5657,Le mariage n a rien d autre que des avantages administratifs et la symbolique du mariage ne veux plus rien dire,negative
5662,faut pas sortir de la cuisine de jupitaire comme disait coluche que çà va pas durer longtemps comme çà,negative
5666,Venez me parler en privé je m'ennuie,negative
5671,Non pipoune,negative
5673,Je m'ennuie aussi,negative
5684,pk les filles demande de venir en privee et ne reponde pas ?,negative
5693,j'ai remarqué les filles âgés sont tellement aggressive et les filles jeunes tellement douce.. à croire que le destin nous forcent à être de pedobear ):,negative
5697,Juju35:  ne cherches pas tu vas avoir mal au crane mdr,negative
5700,lol ChoupetteNoPV c'est pur etre confondu avec hannibal lecter lol lui je l'aime pas,negative
5707,et puis Hannibal LEcter n'ets pas pote avec Looping et Barracuda,negative
5730,"franchement je comprend aussi que les femmes plus âgées en ont forcément plus bavés donc forcément un peu plus aigrie, mais bon je parle de mon expériences personnel c'est fou la méchanceté que je reçois des femmes de mon âge ou plus vieille",negative
5785,moi un violant orage chipie,negative
5798,et surtout ne saute pas partout chipie lol,negative
5799,grominet01: hier moi les orages,negative
5802,"pas moi, j'étais assis, chipie, mdr",negative
5815,"mais les cheveux longs, sous la pluie, c'ets pas l'idéale, mdr",negative
5822,sa va devenir notre quotidien malheureusement chipie,negative
5826,grominet01: tu penses ? je ne sais pas je suis pas uen grenouille de la météo :p,negative
5827,non il y avait un para tonnerre chipie,negative
5830,ouii le changement du climat,negative
5841,le soucis est qu'il y a de plus en plus de tornarde en france chipie,negative
5845,coucou twinsen non mais allo quoi ! mdrr,negative
5848,grominet01: je ne sais pas je me suis pas renseignée sur le sujet mais c'est possible vu les changements climatiques,negative
5850,pipoune: je suis pas un canard :o,negative
5857,je viens de faire face à une attaque de moustiques assassins,negative
5859,quel temps chez moi demain chipie lol,negative
5865,hannibal-smith76: rire je ne sais pas je vais demander à me soleil !,negative
5874,grominet01: oui :/,negative
5880,j'ai des blessures chipie :(,negative
5881,enfin bref de toute façon ont n'y peu pas grand chose chipie,negative
5885,moqueuse chipie !,negative
5891,"tu l'as déjà dis, Makeuo21, mdr",negative
5894,même sur les pieds :(,negative
5897,!massage The_Swing mais pas des pieds çà pu !,negative
5901,pas les miens chipie ! rire,negative
5903,"je n'ai  jamais essayé à la graisse de canard, hannibal-smith76",negative
5904,The_Swing: j'en sais rien !,negative
5911,Forseti > t'as pas répondu à la question de eurasienne,negative
5917,fallait pas que je m'attende à de la compassion :(,negative
5924,!tapavu karine33,negative
5925,Gentleman29 > je ne me souviens pas avoir vu karine33.,negative
5926,tu prend des risque la avec les pieds de The_Swing chipie elle a des pieds de hobitt ptdrrr,negative
5930,chipie c'est toi qui pété?,negative
5931,"lol grominet01, même pas vrai !",negative
5933,je n'ai pas cette faculté faustt,negative
5934,je reconnais l'odeur de ton pêt,negative
5937,il sent l'oeuf pourri,negative
5941,chipie faut arrêter les omelettes,negative
5942,ah bon je me suis laisser dire que tu avait du poil au pied mdrr The_Swing,negative
5947,je t'attends toujours,negative
5948,fake news ça grominet01 ! lol,negative
5950,je t'en foutrai des saintes millions de baffes moi,negative
5956,boudiou les pseudos qui viennent d'arriver mdr,negative
5959,boudiou,negative
5960,ce sont les invasions barbares,negative
5963,"ils viennent, ils sont a vos portes",negative
5998,elle va pas bien,negative
6000,nopv,negative
6014,s'mieux quand tu dis rien toi Faustt :o,negative
6024,ya des gens en prison ici?,negative
6026,ils ont la connexion en prison?,negative
6029,Pfttt bye,negative
6035,marche pas,negative
6041,Faust abrutie ta pas honte,negative
6050,non de élanlong moi Marocaine :(,negative
6054,ennour la tienne est en train de me lecher le zboub,negative
6063,"ennour je vais tout déverser dans sa gorge et, le pistolet sur la tempe, je l'oblige a avaler ma semence jusqu'à la derniere goutte",negative
6067,pipoune:  ça rien donnée,negative
6071,Jai pas de sœur faust pourquoi t est méchant je ne tai jamais dis rien de méchant,negative
6103,Ya des vraiment bizarre ici,negative
6107,elle a la feu au cul la marocaine,negative
6110,il lui faut vite un mec,negative
6113,ont a compris Marocaine ils n'y en a pas point,negative
6114,elle appelle au secour,negative
6118,pas forcemment Faustt mdr,negative
6140,eurasienne|occupe > on t'a enfin trouvé une occupation ?,negative
6170,the_duke > je ne me souviens pas avoir vu sweetness.,negative
6179,hannibal-smith76: çà se refuse pas ! je mangerai pas ce soir :p,negative
6185,ne chante pas et je ne tire pas chipie lol,negative
6189,pipoune: je ne cède jamais au chantage!mdrr,negative
6194,la femme de coluche est morte j'ai vu çà hier :/,negative
6196,laissé moiii Petch,negative
6198,!clope,negative
6201,p.tn tu fous quoi la,negative
6203,Chiasse et pisse au menu,negative
6205,chiasse de vacheuu,negative
6213,ah on va marier ARRETEZ_DE_ME_BANNIR avec Moderatrice_des_toilettes de beaux boulets !,negative
6216,chiasse au goût de degeulie,negative
6219,soupe à la chiasse,negative
