message,default label,default score,camembert label,camembert score
"Des flamboyants l’arbre rouge
",POSITIVE,0.9052,POSITIVE,0.8611
"Ben toute la basse terre y a des forets et des chemins pour de la randonnè on a fait un tout un chemin on est monter en haut de la montagne ...
",POSITIVE,0.9308,NEGATIVE,0.9057
"cool vous faites du sport!!!!
",POSITIVE,0.9981,POSITIVE,0.8899
"Oui c est ca j etais en sueur une fois en haut !!
",NEUTRAL,0.6533,NEUTRAL,0.5618
"oui mais après tu redescends et tu te baignes c'est cool
",POSITIVE,0.9814,POSITIVE,0.7412
"Oui !!
Yams
",NEGATIVE,0.9872,POSITIVE,0.8573
"c'est un yams guadeloupéen !!!
",POSITIVE,0.9806,POSITIVE,0.6706
"Mdr des dés plus gros et en bois j ai du expliquer la technique a pierre ...
",POSITIVE,0.6722,NEUTRAL,0.5918
"ramène les dés !!!! et c'est quoi la technique?
",NEGATIVE,0.8999,NEGATIVE,0.9413
"C est pas les notres ben la technique c est de secouer deux fois moins les dés car ils sont 2 fois plus gros !!! 😂😂😂
",NEUTRAL,0.641,NEGATIVE,0.7021
"ben achète des dés comme ça !!!!
",POSITIVE,0.9896,NEGATIVE,0.7667
"Mdr
Ca changera rien tu perdras quand meme
",NEGATIVE,0.9079,NEGATIVE,0.7923
"Hahaha
",POSITIVE,0.8918,POSITIVE,0.8445
"oh ça va!!!! ils sont jolis c'est pour ça
",POSITIVE,0.984,POSITIVE,0.7988
"Oui jolie mais on voit pas bien les numeros
",POSITIVE,0.9562,NEUTRAL,0.6279
"pourtant tu as des lunettes neuves
",POSITIVE,0.9662,NEUTRAL,0.6245
"Gnia gnia gnia c est pas les lunettes
",NEUTRAL,0.5156,NEUTRAL,0.5993
"c'est vraiment beau, mais le ciel est souvent gris quand même
",POSITIVE,0.751,POSITIVE,0.9316
"Oui c est vrai mais quand meme tres chaud et le temps change tres vite ca va etre gris puis ciel tres vite quelque petite averse qui dure pas tres longtemps
",NEGATIVE,0.9379,POSITIVE,0.6912
"Ouais c’est très changeant mais souvent gris. Ce qui est pas si gênant, ça fait moins chaud
",NEUTRAL,0.6144,NEUTRAL,0.552
"c'est sûr mais du coup les photos rendent moins
il paraitrait qu'il y a une algue qui pourrit les plages de Guadeloupe vous qui êtes là bas ça vous parle?
",NEGATIVE,0.9652,NEUTRAL,0.6073
"Oui tout a fait la plus part des plages sont pleines de ces algues qui vienne de l amazonie
",POSITIVE,0.7776,NEUTRAL,0.6347
"pas cool
",POSITIVE,0.9998,NEGATIVE,0.9968
"Si j en voie je t enverrais photo
",POSITIVE,0.9553,POSITIVE,0.8465
"ok
",POSITIVE,0.9998,POSITIVE,0.7258
"Des fleurs dans le jardin
",POSITIVE,0.9926,POSITIVE,0.7047
"c'est joli !! ce sont des fleurs carnivores ,? elles font un peu peur, c'est quoi ?
",NEGATIVE,0.9213,POSITIVE,0.7492
"Des balisiés apparement
Balisiers xd
Apres sur internet ca pas a l aire d etre une plante carnivore
",NEGATIVE,0.8688,NEUTRAL,0.5156
"non mais je disais ça parce qu'elle avait l'air méchant😜
",NEGATIVE,0.9619,NEUTRAL,0.5454
"Oui j avais compris
",NEUTRAL,0.6065,POSITIVE,0.7497
"purée il y a déjà plus NCIS los Angeles
",POSITIVE,0.989,NEGATIVE,0.8054
"Ah mince
Et y a quoi a la place ?
",NEGATIVE,0.9884,NEGATIVE,0.9986
"une connerie mais pas une série
",POSITIVE,0.6909,NEGATIVE,0.9713
"Ok dac
Et tu as regarder the rookie avec nathan fillon ?
Voila les alges encore sur celle la y en a pas beaucoup
",NEGATIVE,0.8685,NEUTRAL,0.6344
"il paraît que dans certains endroits c'est irrespirable tellement il y en a
",NEGATIVE,0.9086,NEGATIVE,0.6764
"Ah je sais pas mais y a des endroits ou ca pue beaucoup
",NEUTRAL,0.5228,NEGATIVE,0.8676
"Elle relâche de l’ammoniac et je sais plus trop quoi, ça peut être dangereux à long terme
",NEGATIVE,0.8749,NEGATIVE,0.85
"je me refais big bang theory l'épisode un saison un est tordant j'avais oublié
sans blague je suis toute seule et je suis pliée en deux
",NEGATIVE,0.8894,NEUTRAL,0.5961
"Oui les premières saisons sont super drôles
",POSITIVE,0.761,POSITIVE,0.8738
"c'est clair
je vais vous faire rire, une cliente me prête un vélo en attendant que je trouve une solution pour le mien ; !! c'est adorable
",POSITIVE,0.9951,POSITIVE,0.6859
"Haha trop mignon
J’espère qu’il va faire l’affaire
",NEGATIVE,0.9707,POSITIVE,0.9112
"purée oui et surtout j'espère que je vais pas crever!!!! c'est un vieux vélo sans vitesse je vais souffrir!!!! je rentre ce soir avec je vous dirai bises
",POSITIVE,0.9442,NEUTRAL,0.5607
"Mdr
Mais du coup t as prevu la chambre a air pour reparer ton velo ?
Et de preference avec le gros embout
",NEGATIVE,0.987,NEUTRAL,0.5967
"non on ira amener le vélo à décathlon je leur ai envoyé un mail
",NEGATIVE,0.9652,NEUTRAL,0.6632
"Ils t ont repondu ?
",NEGATIVE,0.9902,NEUTRAL,0.6313
"oui
",NEUTRAL,0.5688,POSITIVE,0.8921
"Et ils t ont dit quoi ?
",NEGATIVE,0.9766,NEGATIVE,0.835
"de leur amener le vélo lol
",NEUTRAL,0.5417,NEUTRAL,0.5057
"Mdr je m attendais a cette reponse
",NEGATIVE,0.9223,NEUTRAL,0.6408
"de toutes façons j'en ai marre donc j'espère qu'ils vont me changer la roue, peut-être pourrais tu me prêter le tien
",NEGATIVE,0.8391,NEGATIVE,0.7311
"Oui si tu veux je te passerais le miens. changer la roue ca m etonnerais
",NEGATIVE,0.928,NEUTRAL,0.6219
"on verra qui tente rien n'a rien
",NEUTRAL,0.6624,NEUTRAL,0.5597
"A mon avis ils vont te changer la chambre a air et regarder ce qui a pu causer cette crevaison. Apres si tu recreves on mettra des rustines si ca perce toujours au meme endroit je pense pas que ca perce la rustine .
",NEGATIVE,0.8048,NEGATIVE,0.8381
"tu te rappelles qu'on a mis une bande anticrevaison
",NEGATIVE,0.9739,NEUTRAL,0.5028
"Oui mais cette bande n empeche pas de crevé juste minimiser le risque la preuve
",NEGATIVE,0.877,NEGATIVE,0.8617
"oui elle sert à rien
",POSITIVE,0.8279,NEGATIVE,0.9954
"Ben ta tenu quand meme quelque semaines avant la derniere crevaison donc bon ca serait bizarre que ca soit la roue apres y a peut etre encore une pointe dans le pneu ou alors ta rouler encore sur un gros truc qui a percer la chambre a air enfin j en sais rien faut regarder ton pneu
Qui a perser la bande
",NEGATIVE,0.9217,NEGATIVE,0.7441
"on regardera quand tu viendras
",NEUTRAL,0.6423,POSITIVE,0.7358
"Oui on regardera
",NEUTRAL,0.5009,NEUTRAL,0.5053
"ohé les gars kethiel a eu son brevet mention bien😂😂😂
",NEGATIVE,0.9428,POSITIVE,0.9081
"Trop bien, c’est combien de moyenne mention bien ?
",NEGATIVE,0.9849,POSITIVE,0.9885
"Gg
",NEUTRAL,0.556,POSITIVE,0.8661
"entre 12 et 14
ça prouve qu'elle a quand même fait des trucs au brevet ça me rassure un peu et tout ceci sans bosser
et quand je dis sans bosser je n'exagère pas
non je me suis trompée c'est entre 14 et ,16 de moyenne
",NEGATIVE,0.9732,NEUTRAL,0.648
"Ha bah easy
",NEGATIVE,0.9806,POSITIVE,0.6883
"c'est ça !!!
vu que c'est moins élevé que le brevet normal c'est bien qu'elle ait une mention
coucou les chéris, kethiel a reçu ses notes, mémorable 37/40 en rédaction, 9/10 en dictée,  pas du tout mémorable 42/100 en maths, bref plus littéraire que scientifique. bises
",NEGATIVE,0.7765,NEUTRAL,0.5367
"Haha on s’y attendait ^^
",NEGATIVE,0.8552,POSITIVE,0.7429
"votre paréo est la tenue idéale par ce temps merci les chéris
",POSITIVE,0.8216,POSITIVE,0.9198
"Tant mieux =)
",NEUTRAL,0.5302,POSITIVE,0.8257
"T a eu un soucis ?
",NEGATIVE,0.9877,NEUTRAL,0.5351
"non pas de soucis mais peur d'avoir du mal à rentrer si j'allais jusqu'à l'océan
ce sera pour une autre fois
",NEGATIVE,0.9897,NEGATIVE,0.7664
"A ok
",POSITIVE,0.9996,NEUTRAL,0.5224
"ou pas
",NEGATIVE,0.9195,NEUTRAL,0.5421
"Et du coup t es ou au lac de lacanau ?
",NEGATIVE,0.9836,NEUTRAL,0.5245
"alors là je suis bien incapable de te le dire, pas sur la plage principale c'est sûr
",NEGATIVE,0.9728,NEGATIVE,0.8315
"Ok
Mdr
Ne repeint pas mon velo en jaune lol
",NEUTRAL,0.5946,NEUTRAL,0.5195
"pourtant c'est joli jaune canari
",POSITIVE,0.9941,NEUTRAL,0.607
"Oui mais tu repeidras ton velo en jaune canari mdr
Repeindras xd
",NEGATIVE,0.9663,NEUTRAL,0.6066
"ça y est le vélo de Nico et moi sommes rentrés , vexés de ne pas être allés jusqu'à l'océan mais c'était quand même une super ballade environ 85 km pas mal quand même
",NEGATIVE,0.9548,POSITIVE,0.7901
"Bien joué Maman !
",POSITIVE,0.9965,POSITIVE,0.8578
"la prochaine fois vous venez avec moi et on le dais en 2 jours jusqu'à l'océan
",POSITIVE,0.8032,POSITIVE,0.83
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Oui comme ça on fait un restau et dodo là bas et on repart le lendemain
",NEGATIVE,0.9239,NEUTRAL,0.5499
"c'est ça
le système français et ses limites et ça tombe toujours sur les mêmes, pour mon opération la sécu va amputer mon salaire de 40% car cela ne fait pas un an que je suis dans l'entreprise, je crois rêver
du coup je vais prendre des congés !!!
",NEGATIVE,0.9484,NEGATIVE,0.7485
"Pourquoi ils amputent ton salaire ?
",NEGATIVE,0.9599,NEUTRAL,0.5164
"ben j'en sais rien à priori parce que je n'ai pas assez d'ancienneté dans l'entreprise, je leur ai envoyé un mail en leur demandant si c'était une blague vu que ça fait 18 ans que je cotise au régime général en oubliant de leur préciser que je n'avais été absente qu'une semaine pour ma thyroïde, bref je vais poser des congés comme ça je perdrai pas d'argent
",NEGATIVE,0.9774,NEGATIVE,0.8463
"C’est debile ce truc
",NEGATIVE,0.826,NEGATIVE,0.9752
"complètement les limites du système !!!! heureusement que mon employeur s'est renseigné parce que j'aurais eu une sacrée mauvaise surprise
",NEGATIVE,0.7006,NEGATIVE,0.9979
"Ouais tu m’étonnes
",POSITIVE,0.887,POSITIVE,0.6796
"du coup je pose deux semaines de congé sur les 3 d'arrêt et la sécu te paie si tu es malade pendant tes congés il ne faut pas avoir peur de l'absurde
comme ça je ne perdrai pas d'argent que des congés !!!
",NEGATIVE,0.9726,NEGATIVE,0.7135
"T’as 3 semaines d’arrêt ? Je croyais que c’était qu’une seule
",NEGATIVE,0.9425,NEGATIVE,0.7699
"non une où tu dois être avec moi au cas où mais sinon 3 enfin 3 à 6 d'après le chirurgien mais on s'en tiendra à 3
",NEGATIVE,0.9501,NEUTRAL,0.6306
"Ah ok
J’ai encore supprimé mon compte Netflix pour pouvoir repasser sur ma carte française, ça devrait être comme la dernière fois
",NEGATIVE,0.8229,NEGATIVE,0.7407
"OK on attend combien de temps?
",POSITIVE,0.9777,NEGATIVE,0.8235
"Je vais déconnecter tout le monde la, va falloir vous reconnecter (toujours les mêmes codes)
Pour l’instant rien, ce sera le 9 Août
",POSITIVE,0.7185,NEGATIVE,0.9101
"rappelle moi le mot de passe stp
",NEGATIVE,0.9769,POSITIVE,0.7836
"Revolution1993
",POSITIVE,0.9705,NEUTRAL,0.6456
"merci chéri
",POSITIVE,0.9877,POSITIVE,0.9657
"Pas d’soucis. Tu travailles pas aujourd’hui ?
",POSITIVE,0.6955,NEUTRAL,0.5988
"si mais c'est cool
là j'attaque mes deux semaines plein pot
",POSITIVE,0.9191,POSITIVE,0.7345
"Ah ok, en général tu réponds que le soir quand tu taffes
",NEGATIVE,0.6734,NEGATIVE,0.6681
"oui mais là j'ai mon tel à côté et j'ai mis le wifi de la pharmacie et quand le chat n'est pas là les souris dansent!!!
",NEGATIVE,0.9668,NEUTRAL,0.5092
"Hahaha
",POSITIVE,0.8918,POSITIVE,0.8445
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"alors Nico ce premier jour ?
",NEGATIVE,0.8669,NEUTRAL,0.5912
"Ben moi aussi semaine plein pot 45 heures et en prime je bosse avec rene la top !!
La taupe xd
",NEGATIVE,0.7715,NEUTRAL,0.6522
"Haha la musique ou vraiment rené ?
",NEGATIVE,0.9753,NEUTRAL,0.5413
"Ben vivement la fin de la semaine et qu il me renouvelle pas
",POSITIVE,0.8898,NEGATIVE,0.9268
"Tu travailles où ?
",NEGATIVE,0.9479,NEUTRAL,0.5265
"Un mec qui s appelle rene et qui as des ongles hyper long
",NEGATIVE,0.9296,NEUTRAL,0.6247
"Beurk
",POSITIVE,0.9842,NEGATIVE,0.8753
"Du coup j avais la chanson en tete toute la journée
Un peu gros comme rene ma taupe lol
",NEGATIVE,0.6869,NEGATIVE,0.9524
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Je travaille langlois a gradignan ils font des pallaisses electriques ... Pour les lyceens ...
",POSITIVE,0.9428,NEUTRAL,0.655
"Ha oui pas très fun
Tu repars chez Aximom quand ils reouvrent?
",NEGATIVE,0.9358,NEGATIVE,0.9825
"Oui c est nul et on se croirait dans une prison !
Normalement oui
",NEGATIVE,0.9455,NEGATIVE,0.9941
"C’est déjà ça
",POSITIVE,0.944,NEUTRAL,0.6191
"cette misère mon pauvre chéri
",NEGATIVE,0.9822,NEUTRAL,0.5428
"En plus si ca se passe bien ils veulent renouveller jusqu a octobre lol moi c est mort !! Lol
",NEGATIVE,0.87,NEGATIVE,0.9491
"c'est vraiment si chiant? et René il est sympa?
préviens Randstad, et contacte HTC
",NEGATIVE,0.8836,NEGATIVE,0.9227
"Ben c est pas bien interessant . Et rene bof c est un vieux lol et ils guettent nos moindres fait et gestes lol
Et 45 h semaines avec seulement 30 minutes pour manger c est chiant !
Et c est la prison lol une fois rentrée tu sors plus mdr
",NEGATIVE,0.9458,NEGATIVE,0.9982
"C’est la galère
",NEUTRAL,0.5882,NEGATIVE,0.9885
"ben dis donc t'es sûr que c'est pas la prison tu t'es pas trompé ?
",NEGATIVE,0.9945,POSITIVE,0.702
"Haha
",POSITIVE,0.7155,POSITIVE,0.7862
"Mdr non
Ben meme mon collegue qui fume y a un carre de pelouse a l interieur pour allez fumer rene appelle ca le fumoir mdr
Puree va falloir que je me prepare la gamelle pff
",NEGATIVE,0.9755,NEGATIVE,0.936
"ah ben oui tu peux pas sortir!!! et il n'y a pas de cantine?
",NEGATIVE,0.825,NEGATIVE,0.7063
"Non juste 2 tables et le micro ondes et un frigo
",NEGATIVE,0.9279,NEUTRAL,0.5318
"bon ben courage pour la gamelle tu fais comme moi une salade de riz pour la semaine !!!
",POSITIVE,0.9885,NEGATIVE,0.9446
"Si ce midi on est allé a aldi nous chercher a manger on est juste revenu c etais l heure de reprendre le boulot lol donc a on a repris le boulot a 12h45 lol
Mdr
Toi t as fait salade de pates !
",NEGATIVE,0.9892,NEGATIVE,0.8433
"Haha C’est le bagne ce taff
",NEGATIVE,0.9662,NEUTRAL,0.575
"Mdr
Bon j y reste 2 semaines voir 3 semaines puis apres bye bye rene la taupe !!
",POSITIVE,0.9948,NEUTRAL,0.6439
"Bon c’est long mais au moins tu te casses après
",NEUTRAL,0.6215,NEGATIVE,0.7437
"Ouais t inquiete ca va le faire je serais riche apres lol
",NEGATIVE,0.932,NEUTRAL,0.5316
"Hahaha tu vas pouvoir t’acheter une deuxième voiture
",NEGATIVE,0.8783,NEUTRAL,0.6448
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"ben du coup tu y restes le temps qu'aximum est fermé
",NEGATIVE,0.9199,NEGATIVE,0.71
"Ou un appart a eysines mdr hein maman lol
",NEGATIVE,0.9061,NEUTRAL,0.5388
"non il nous paiera le restau!!!!
ah oui l'appart c'est vrai
",NEGATIVE,0.9641,NEUTRAL,0.5593
"Mdr
Tout de suite le restau j ai pas encore gagner au loto mdr
",NEGATIVE,0.6856,NEGATIVE,0.7025
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"Je savais que c’était si cher que ça le restau
",POSITIVE,0.8635,NEUTRAL,0.6119
"ton frère est un radin c'est pour ça qu'il va devenir riche🤣🤣
",NEGATIVE,0.9344,POSITIVE,0.7301
"Les temps sont dur, il faut économiser
",POSITIVE,0.9582,NEUTRAL,0.507
"Mdr moi radin !! Je crois pas lol  Oui economiser !!! Mais pas facile !
",POSITIVE,0.9185,NEUTRAL,0.6212
"ben plus de sorties lol
",NEGATIVE,0.9334,NEGATIVE,0.8507
"Ah oui plus de sorties a larochelle mdr
",NEGATIVE,0.9752,NEGATIVE,0.6851
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"Qui sait qui se connecte à Netflix depuis les Pays de la Loire ? ^^
C’est*
Les 2 fonctionnent en fait
",NEUTRAL,0.6212,NEUTRAL,0.5978
"je sais pas
",POSITIVE,0.9796,NEUTRAL,0.6063
"Aucune idée
",POSITIVE,0.7697,NEGATIVE,0.9935
"je demande à kethiel
",NEGATIVE,0.8503,POSITIVE,0.7537
"Elle a des potes nantais Kethiel ?
",NEGATIVE,0.9668,NEUTRAL,0.6029
"je crois pas
",POSITIVE,0.9567,NEUTRAL,0.6452
"Sinon ça veut dire que le code a fuité et faudra changer quand je passerai à un compte en France
",NEGATIVE,0.9582,NEUTRAL,0.6663
"kethiel m'a dit que non
",NEGATIVE,0.9722,POSITIVE,0.6941
"Bon bah je changerai encore le code alors, puis si ça refuite il faudra trouver la taupe et faisant appel aux affaires internes
",NEGATIVE,0.7549,NEGATIVE,0.8567
"c'est peut-être René
",POSITIVE,0.8865,NEUTRAL,0.5389
"Haha ca serait bien de son style ouais
",NEGATIVE,0.7793,POSITIVE,0.8147
"comment quelqu'un peut il trouver révolution 1993
",POSITIVE,0.7514,POSITIVE,0.7494
"Non mais je pense que c’est un pote de pote. J’avais dit à Lila de le filer à personne, je vérifierai si elle l’a pas donné
Après c’est sûrement un pote de Kethiel, la connection à été faite depuis un iPhone
Qui est en vacances chez mémé à Nantes
Et qui doit bien se faire chier parce que c’est le premier à s’être reconnecté
",NEGATIVE,0.7171,NEUTRAL,0.5383
"ah ouais OK c'est chiant ça, oui c'est ça un gars qui est en vacances là bas et elle ne le sait pas.
",NEGATIVE,0.9521,NEGATIVE,0.6753
"Oui ça doit être ça
Bref tant qu’on peut voir tous en même temps, c’est pas gênant
",NEUTRAL,0.5656,NEUTRAL,0.5544
"elle dit qu'elle l'a donné à robin qui peut être l'a donné à quelqu'un effectivement, je lui ai dit de ne plus donner le prochain à suivre
",POSITIVE,0.7086,NEUTRAL,0.6574
"Non mais elle peut le filer à un gars, mais c’est pas un pétard, qu’ils aillent pas le faire tourner à leur pote
",NEGATIVE,0.9284,NEGATIVE,0.8625
"ils ont tellement d'habitude
",NEUTRAL,0.5138,NEUTRAL,0.5421
"Haha oui sûrement
",POSITIVE,0.9735,POSITIVE,0.8976
"le mieux c'est de plus le donner
",POSITIVE,0.9677,POSITIVE,0.7151
"Ca me dérange pas que Kethiel le file à des potes, mais si les mecs derrière il se le file comme si c’était à eux, alors ouais tu leur donnes plus
Après on fait pas ça en traite, si on leur avait pas dit (même si ça peut sembler évident) de pas le donner, on leur dit cette fois
",NEGATIVE,0.9666,NEUTRAL,0.6061
"oui c'est ça et comme on ne peut avoir confiance il ne faut plus le donner
",NEUTRAL,0.5736,POSITIVE,0.7945
"Traître *
",POSITIVE,0.9244,NEUTRAL,0.5201
"coucou les chéris, mon employeur a un clavier et une souris sans fil qui bugge tout le temps on dirait que l'ordi perd le clavier et la souris qu'est ce que je peux faire?
",NEGATIVE,0.9774,NEGATIVE,0.7112
"Houla, à part les approcher du capteur je vois pas grand chose
C’est connecté comment ? Bluetooth ou ya un capteur branché sur l’USB ?
",NEGATIVE,0.9926,NEGATIVE,0.996
"bon c'est la merde ce truc
USB
",POSITIVE,0.9269,NEGATIVE,0.9597
"Ouais à part ça je vois pas
Ou changer l’USB de port, c’est peut être ça qui deconne
",NEGATIVE,0.6928,NEGATIVE,0.8412
"ah je vais essayer ça
sinon j'amenerai mon bon vieux clavier
bon j'ai changé de port je te tiens au courant
",NEUTRAL,0.6202,NEUTRAL,0.6118
"J’ai modifié le mot de passe de Netflix
C’est Marijuana2003
Évitez de le filer à trop de monde, disons un par personne
Et dites à celui que vous donnez de ne pas le refiler, sinon plus le droit
Est ce que Kethiel ou Nico s’est connecté à Netflix sur sa PS4 aujourd’hui ?
Ou hier
",NEGATIVE,0.9634,NEUTRAL,0.6586
"Oui aujourd hui moi
",NEUTRAL,0.6535,POSITIVE,0.7806
"Ha ok, bah il pense que ta PlayStation est en Haut de France ^^
",NEGATIVE,0.9853,NEUTRAL,0.5706
"Ah bon mdr
",NEGATIVE,0.8996,NEGATIVE,0.8236
"C’est donc toi les connections depuis le Nord lol
",NEUTRAL,0.5433,NEUTRAL,0.5257
"Ben j en savais rien !!
",POSITIVE,0.9947,NEGATIVE,0.7228
"Ouais bah c’était pas évident
",NEUTRAL,0.5775,NEUTRAL,0.5595
"Oui tu m etonnes !
",POSITIVE,0.9551,POSITIVE,0.7307
"C’est bizarre mais au moins le mystère est résolu
",POSITIVE,0.9177,NEUTRAL,0.6428
"Oui
",NEUTRAL,0.5688,POSITIVE,0.8953
"kethiel je ne sais pas je lui demanderai
en fait Nico voyage et il nous dit rien
",NEGATIVE,0.8416,NEGATIVE,0.8652
"Non mais c’est bon, c’est Nico du coup
",NEGATIVE,0.9466,NEUTRAL,0.5445
"Oui je voyage au 135 cours de la marne un beau paysage ...
",POSITIVE,0.8775,POSITIVE,0.8047
"oui enfin tu dois transplaner sans t'en rendre compte🤣
",NEGATIVE,0.9779,POSITIVE,0.7822
"Attention je vais m identifier sur netflix avec mon pc donc Pierre  si tu recois un mail d une connexion c est moi !
",NEUTRAL,0.5301,NEUTRAL,0.5937
"moi je suis connectée
",POSITIVE,0.9012,POSITIVE,0.7614
"C’est bon j’ai reçu aucun mail comme quoi tu t’es connecté depuis l’Australie
",NEGATIVE,0.8455,NEUTRAL,0.5784
"promenade apéritive jusqu'à la poste bouh il fait trop chaud😪
",POSITIVE,0.9679,NEUTRAL,0.6489
"Ca allait pour marcher jusque là bas ?
",NEGATIVE,0.9583,NEUTRAL,0.5787
"ouais ça allait
",NEUTRAL,0.5935,NEUTRAL,0.5889
"Haaa tant mieux
",NEGATIVE,0.9602,POSITIVE,0.8258
"coucou les chéris, chirurgien très satisfait, tout va très bien, vélo autorisé🤪 quant à la récupération totale c'est très long, il ne donne pas de temps mais même su ça met un an c'est normal donc il ne reste plus qu'à attendre et être patiente !!! en tous cas demain matin vélo c'est sûr. gros bisous
si au lieu de su
",NEGATIVE,0.973,POSITIVE,0.9208
"Ok tant mieux
Du coup tu vas pouvoir aller bosser demain ?
",NEGATIVE,0.9751,NEUTRAL,0.51
"ben oui il ne m'a même pas parlé du boulot et je me suis bien gardée de dire quoi que ce soit !!! il était si content!!! en fait reprise mais tranquille
",NEUTRAL,0.6583,NEGATIVE,0.7367
"Ok bon tant mieux
",POSITIVE,0.9983,NEGATIVE,0.6993
"je te libère donc mon chéri et je te remercie d'avoir supporté ta vieille mère😘
",NEGATIVE,0.6953,POSITIVE,0.9386
"Pas d’soucis =)
",POSITIVE,0.964,NEUTRAL,0.6419
"coucou les chéris petit tour de vélo jusqu'au lidl ça fait plaisir, mais effectivement il va falloir reprendre en douceur on dirait que je suis allée à Lacanau et revenue😂😂😂
",NEGATIVE,0.8577,POSITIVE,0.7787
"Haha au moins t’as réussi
",NEGATIVE,0.9353,NEUTRAL,0.651
"oui ça va j'ai même vu un progrès pour plier ma jambe en enfilant mes chaussettes c'est cool
alors les chéris toujours OK pour le soufflé demain soir ?
",NEUTRAL,0.5463,NEUTRAL,0.5938
"Oui bien sur !
",POSITIVE,0.9826,POSITIVE,0.9368
"cool
les mirabelles c'est plus la saison MDR, est ce qu'un far breton aux pruneaux ça vous tente
",POSITIVE,0.9818,NEUTRAL,0.6337
"Moi oui
",POSITIVE,0.825,POSITIVE,0.9278
"j'attends la réponse de Nico
",POSITIVE,0.8919,POSITIVE,0.7362
"J’arrive pas à fermer le coffre du Scenic, c’est normal @33687807067 ?
Il t’a dit quelque chose le garagiste ou c’est juste un énorme clodo
?
",NEGATIVE,0.9813,NEGATIVE,0.8546
"ne t'enerve pas chéri je pense que le garagiste est pas top et Nico comme il bosse c'est pas sûr qu'il puisse te répondre
",NEGATIVE,0.9428,NEGATIVE,0.6997
"Le pb c’est que la voiture est ouverte donc j’peux pas me casser
J’suis revenu à la maison pour pouvoir vous écrire
",NEGATIVE,0.807,NEGATIVE,0.8535
"attends je vais essayer d'appeler Nico
",POSITIVE,0.9673,NEGATIVE,0.6775
"Ok
",POSITIVE,0.9998,POSITIVE,0.7579
"Bon ben il a un soucis le scenic mais qui est arrivé apres que je l ai recuperer du garage !
",POSITIVE,0.7723,NEUTRAL,0.5233
"Ouais t’as vu
",NEGATIVE,0.9723,NEUTRAL,0.6224
"Ouais c est chelou ca reste en permanance ouvert avec les lumieres et impossible de demarrer
",NEGATIVE,0.9376,NEGATIVE,0.9904
"Pour le rester ouvert je pense que ça vient du coffre
",NEGATIVE,0.7952,NEUTRAL,0.5512
"Oui surement il se bloque  pas du tout
J ai essayer d enlever le fusible et le remettre pour essayer d avoir un semblant de tableau de bord mais rien nada !
",NEGATIVE,0.8947,NEGATIVE,0.9905
"Haha C’est de pire en pire
",NEUTRAL,0.5057,NEGATIVE,0.9436
"c'est pire qu'avant !!!!
c'est pas comme si votre père avait laissé 500 euros au garagiste
",NEUTRAL,0.5841,NEGATIVE,0.9625
"Mais maintenant on a une clé qui peut faire une voiture qui peut pas être fermée
",NEGATIVE,0.7238,NEUTRAL,0.6209
"je pensais si votre père a l'assistance 0 km vous pouvez l'appeler pour amener la voiture au garage
",NEGATIVE,0.9646,NEUTRAL,0.502
"Nicolas j’ai oublié mes clefs, tu peux appeler la mairie de Bordeaux pour qu’ils déclarent le bâtiment patrimoine mondial de l’UNESCO, ce sera ouvert au public et je pourrais rentrer. J’ai tout essayé à part sonner et fouiller dans mon sac, normalement quand j’arrive quelqu’un sort et je n’ai pas besoin d’ouvrir. Fais vite j’ai plus beaucoup de batterie et je suis sur le point de battre mon record à Mario Kart.
Et la pluie est froide, faudra le dire au gars quand il viendra en 2021.
",NEGATIVE,0.7983,NEUTRAL,0.6509
"🤣🤣🤣🤣 quel humour ce matin
",NEUTRAL,0.6296,POSITIVE,0.9292
"J’ai eu tout le trajet en vélo pour y réfléchir
",POSITIVE,0.8726,NEGATIVE,0.8015
"je suis morte de rire elles me prennent pour une folle
",NEGATIVE,0.9027,POSITIVE,0.8294
"Haha t’as qu’à dire que c’est ta hanche
",NEGATIVE,0.9923,NEUTRAL,0.5328
"ce Nico il est tellement occupé à jouer à la belote qu'il ne te vient même pas en aide!!!
",NEUTRAL,0.543,NEGATIVE,0.9889
"Haha pas de soucis, j’ai croisé le maire et il avait un double des clés de la ville sur lui, il a pu m’ouvrir
Je crois que tes voisins sont pas contents que l’AX soit sur le parking
J’ai 8 jours pour la sortir, on va la pousser
Jusqu’à Jeudi prochain, je regarde ce que je peux faire
Samedi*
",NEGATIVE,0.9571,NEUTRAL,0.6076
"comment on va faire
",NEUTRAL,0.5652,NEUTRAL,0.5689
"Elle peut pas du tout rouler ?
",NEGATIVE,0.9152,NEGATIVE,0.8771
"si tu veux à la casse ils viennent la chercher du tu veux
",NEGATIVE,0.817,NEUTRAL,0.5354
"Ouais bah je vais voir avec Papa mais je crois que ça va finir comme ça
Tant pis pour les 1000 balles, si c’est pour en payer autant en fourrière
Ou alors je regarde pour la faire reprendre en 1 semaine
",NEGATIVE,0.9098,NEGATIVE,0.9629
