message,default label,default score,camembert label,camembert score
c pas faux,NEGATIVE,0.9993,NEUTRAL,0.618
je vous fait jouir là derrière vos écran mdr 😜 vous avez vraiment rien à foutre,NEGATIVE,0.937,NEGATIVE,0.8682
Labrune reste poli surtout si t pas jolie,NEGATIVE,0.9531,NEGATIVE,0.6712
et elle sait pas lire un pseudo,NEGATIVE,0.7314,NEGATIVE,0.9392
"\x02\x034 ℹ️ [\x0312 INFO \x031Ch\x0312a\x0313a\x031t.fr \x034] ℹ️ :\x030,12Facebook®\x03\x031,0 Pour suivre l'actualité du TChat,\x0312 https://www.facebook.com/chaatfr ✌",NEGATIVE,0.9803,POSITIVE,0.8681
tant de gens pensent etre des lumieres alors qu'ils ne sont que de sinterrupteurs,NEGATIVE,0.6723,NEGATIVE,0.7919
labrune jouir ??,NEGATIVE,0.9885,NEUTRAL,0.6553
"Lol et quesque t’en sais toi , on ferme sa geule quand on pue de la geule sa sens d’ici",NEGATIVE,0.9527,NEGATIVE,0.8564
bonjour Ennour,POSITIVE,0.9969,POSITIVE,0.7943
t as des probleme toi,NEGATIVE,0.9887,NEUTRAL,0.5174
moi ses sabrine juste a la recherche d'une relation sérieuse sincère et amoureuise,NEGATIVE,0.845,POSITIVE,0.9552
Oui jouir lol vous avez rien d’autre à faire que me faire chier,NEGATIVE,0.7905,NEGATIVE,0.9198
Daline mon pseudo veut dire lumière,NEGATIVE,0.9854,NEUTRAL,0.6299
Guest43051:  demande à ton voisin de cybercafé,NEUTRAL,0.6294,NEUTRAL,0.5085
Labrune mais va t pendre,NEGATIVE,0.9246,NEUTRAL,0.5389
Labrune: on est libre de pas vouloir payer pour matter ;) il y a des sites gratos :),NEGATIVE,0.6798,NEUTRAL,0.6458
salut,NEGATIVE,0.9924,POSITIVE,0.7455
Oui en Arabie,POSITIVE,0.8811,POSITIVE,0.8257
tu raconte n impe,NEGATIVE,0.9131,NEUTRAL,0.6323
Slt,NEGATIVE,0.9996,POSITIVE,0.7605
cc,POSITIVE,0.9832,POSITIVE,0.7918
\x0304cc,NEUTRAL,0.5224,POSITIVE,0.7046
Mais est ce que je t’es demander de payer toi déjà ferme ta bouche si je te parle aps déjà,NEGATIVE,0.9113,NEGATIVE,0.7091
justeeen: cc,NEUTRAL,0.5802,POSITIVE,0.7293
t’es là entrain de te masturber derrière ton écran et tu ouvre ta bouche,NEGATIVE,0.9669,NEGATIVE,0.7013
oula sympa l'ambiance ^^,POSITIVE,0.9942,POSITIVE,0.8748
ça va aller labrune,NEGATIVE,0.9449,NEUTRAL,0.533
Labrune moi j te parle,NEGATIVE,0.8192,POSITIVE,0.8126
justeen: ça va,NEGATIVE,0.9825,NEUTRAL,0.565
voila mon adresse skype sabina crimmel ajouter moi  si possible si vous le voulez pour en faire connaissance 2☻3,NEGATIVE,0.9676,POSITIVE,0.8417
et alors labrune,NEGATIVE,0.6906,NEUTRAL,0.6436
Et va te prendre sa fera un con de moins sur terre,NEGATIVE,0.9075,NEGATIVE,0.7999
Bonjour tout le monde,POSITIVE,0.9948,POSITIVE,0.7581
!noir Guest43051 interdit ici,NEGATIVE,0.9749,NEUTRAL,0.532
\x0312il va faire \x031noiiiiiiiiiir !!! \x037nanasse \x0312demande à\x034 Guest43051 \x0312de fermer sa yeule !,NEGATIVE,0.9786,NEGATIVE,0.7734
labrune va te pendre,NEGATIVE,0.8176,NEUTRAL,0.6199
il ou elle envoi des liens douteux en pv,NEUTRAL,0.5223,NEGATIVE,0.8902
bonjour a tous,POSITIVE,0.987,POSITIVE,0.7555
les gens d’aujourd’hui c’est grave tu propose des cam to cam sa y est tu fait la catin bande de chacal,NEGATIVE,0.9416,NEGATIVE,0.8743
méfiez vous,POSITIVE,0.9737,NEUTRAL,0.6562
Labrune tu es pathetique cam to cam ..mdr..ha ouais pend toi serieusement,NEGATIVE,0.976,NEUTRAL,0.5489
\x0306\x02tu remarqueras que je ne dis pas bonjour à tout le monde Enissay,NEGATIVE,0.9734,NEUTRAL,0.6135
Ferme ta geule toi j’ai dis,NEGATIVE,0.8154,NEGATIVE,0.9295
au composteur la brune,POSITIVE,0.9703,NEUTRAL,0.5574
ouais elle fait sa princesse Tramontane x: ,POSITIVE,0.9218,NEUTRAL,0.659
elle dit pas bjrs à tout le monde :op ,POSITIVE,0.8867,NEUTRAL,0.6575
tramontane tu remarquera qu'on s'en fou un peu,NEGATIVE,0.8968,NEGATIVE,0.7555
:p *,POSITIVE,0.9334,NEUTRAL,0.53
Labrune:  insutle au moins sans faute,NEGATIVE,0.9934,POSITIVE,0.6736
lol,NEGATIVE,0.9438,NEGATIVE,0.7508
\x0306\x02j'ai horreur de la vulgarité,NEGATIVE,0.9867,NEGATIVE,0.7937
Nanasse tg MDR,POSITIVE,0.7676,NEGATIVE,0.9007
et paf la piaf !!!!,NEUTRAL,0.6512,NEGATIVE,0.968
calmate,NEGATIVE,0.986,NEUTRAL,0.6086
gagnééééééé,NEGATIVE,0.976,NEUTRAL,0.5182
rekt,NEGATIVE,0.8564,NEUTRAL,0.522
tshhhhhh,NEGATIVE,0.9762,POSITIVE,0.7505
1 - 0 pour nanasse,POSITIVE,0.9889,NEGATIVE,0.9976
Labrune ferme là a tout jamais,NEUTRAL,0.5565,POSITIVE,0.7209
Pour moi les bosse ici c nanasse et gestion,NEGATIVE,0.819,NEGATIVE,0.9966
"bakii, elle est plus là :(",POSITIVE,0.8723,NEUTRAL,0.6259
Et tramontane,POSITIVE,0.9583,NEGATIVE,0.8287
gg xD,NEGATIVE,0.7792,POSITIVE,0.7469
Biensur,NEGATIVE,0.696,POSITIVE,0.7595
siiii,POSITIVE,0.7943,POSITIVE,0.7383
Bonjour thorman.  Désolée j'arrive pas à t'envoyer plus,POSITIVE,0.9655,POSITIVE,0.7017
i m here,POSITIVE,0.9997,POSITIVE,0.7995
you know im sayy,POSITIVE,0.9677,NEUTRAL,0.6377
"kAyzO:  quand y'a pas de modo, faut compter sur l'autoban lol",NEGATIVE,0.9351,NEUTRAL,0.5571
iel est cool pourtant ...........topi,POSITIVE,0.9822,NEGATIVE,0.8694
"nanasse, ah bah ça ",NEGATIVE,0.8019,NEGATIVE,0.9644
Alors la brune en manque de cul casse toi c mieux ma parole,NEGATIVE,0.8525,NEGATIVE,0.9315
labrune ..ou la conne ..?,NEGATIVE,0.9855,NEGATIVE,0.8158
"Juliensoum, arin?",NEGATIVE,0.9703,NEGATIVE,0.7518
Thorman je voulais dire pv,NEGATIVE,0.9948,NEUTRAL,0.5241
Labrune,NEGATIVE,0.9486,NEUTRAL,0.5935
cool les gens !,POSITIVE,0.9998,POSITIVE,0.9264
Labrune ça fais 3 fois que tu annonce ton départ mais que tu reste c est que le tchat te convient,NEGATIVE,0.9451,NEUTRAL,0.5291
bakii:  elle n'est plus là,POSITIVE,0.9853,NEUTRAL,0.646
Labrune repond stp,NEGATIVE,0.9949,POSITIVE,0.7537
"bakii, elle est plus là réveille TOI un peu ",POSITIVE,0.9247,NEUTRAL,0.6287
vous me semblez tendus,NEGATIVE,0.8268,POSITIVE,0.8636
Vladcarstein:  elle est ban,NEGATIVE,0.9924,NEUTRAL,0.5179
mince c t marrant,NEGATIVE,0.6725,NEUTRAL,0.6344
non ça va,NEGATIVE,0.9917,NEGATIVE,0.9614
merci nanasse,POSITIVE,0.8651,NEGATIVE,0.7858
cc justeencc,NEGATIVE,0.9868,POSITIVE,0.7059
justeen: avec le cobide tout le modne est un peu à cran,NEGATIVE,0.9576,NEGATIVE,0.8692
cc nanasse,POSITIVE,0.9352,NEGATIVE,0.8947
bonjour carpediem1,POSITIVE,0.9236,POSITIVE,0.7549
Salut,NEGATIVE,0.9924,POSITIVE,0.7253
d'accord,POSITIVE,0.996,POSITIVE,0.7326
"bakii, Tu voulais pécho la brune hein :D ",NEGATIVE,0.9788,POSITIVE,0.6696
kAyzO,POSITIVE,0.9953,POSITIVE,0.8425
bakii ,POSITIVE,0.8424,POSITIVE,0.8359
escuse j suis pas a fondr dedans,NEGATIVE,0.8085,NEGATIVE,0.9469
Coucou Vanille :p ,POSITIVE,0.7369,POSITIVE,0.8553
\x0306\x02ShadoWhite: tu as oublié les rennes,NEGATIVE,0.9579,NEGATIVE,0.8128
Bon je dois quitter thorman.  Désolée,NEGATIVE,0.9989,NEGATIVE,0.8839
"bakii, t'es à fond dans quoi?",NEGATIVE,0.9751,NEGATIVE,0.814
pour l instant le taf,POSITIVE,0.9899,NEGATIVE,0.9018
mais c'est calme,POSITIVE,0.9362,NEUTRAL,0.6641
"bakii, ah ok tu bosses dans quoi déjà?",NEGATIVE,0.9913,NEGATIVE,0.7639
Venez discuter les mecs,NEGATIVE,0.89,POSITIVE,0.7702
Coucou kayzO,POSITIVE,0.6853,POSITIVE,0.8706
pou dominos pizza,NEUTRAL,0.6458,NEUTRAL,0.6445
bonjour les Ours,POSITIVE,0.9819,NEUTRAL,0.6297
support informatique,POSITIVE,0.9993,NEUTRAL,0.5922
bonjour brooke,POSITIVE,0.988,POSITIVE,0.8246
"Guest63554, Coucou ",NEUTRAL,0.5861,POSITIVE,0.8246
!mord brooke,NEGATIVE,0.7514,POSITIVE,0.845
\x037kAyzO \x0312choppe \x034brooke \x0312et lui mord ses fesses humm ce gout de \x0313\x02<3 <3 <3,NEGATIVE,0.9936,POSITIVE,0.8896
"bakii, Ah ok cool ça :p ",POSITIVE,0.9526,POSITIVE,0.7533
coucou nanasse,POSITIVE,0.9176,NEGATIVE,0.9236
"bakii, C'est bien de bosser au chaud",NEUTRAL,0.6639,POSITIVE,0.8433
\x0306\x02les ours ?,NEGATIVE,0.9908,NEUTRAL,0.566
!mord choupette,NEGATIVE,0.988,POSITIVE,0.6948
\x037LadyIce \x0312choppe \x034choupette \x0312et lui mord ses fesses humm ce gout de \x0313\x02<3 <3 <3,NEGATIVE,0.9922,POSITIVE,0.8785
"\x0312,00\x0313G\x0312nark",NEGATIVE,0.9946,POSITIVE,0.682
"\x0312,00\x0313:\x0312p",NEGATIVE,0.9728,POSITIVE,0.6814
Hello,POSITIVE,0.9995,POSITIVE,0.7939
!bjr,POSITIVE,0.9866,POSITIVE,0.8824
\x037LadyIce \x0312dit un grand Bonjour ou Bonsoir à\x034 tout le monde !\x02 ヽ(•‿•)ノ,NEGATIVE,0.993,POSITIVE,0.8544
"Jeancule16cl, roland_culé",NEUTRAL,0.5517,NEUTRAL,0.5327
bonjour Kayzo,POSITIVE,0.9607,POSITIVE,0.8196
bonjour LadyIce,POSITIVE,0.9678,POSITIVE,0.7813
bjr,NEGATIVE,0.9228,POSITIVE,0.8702
"\x0312,00\x0313H\x0312ello nanasse, \x02Tramontane\x02",NEGATIVE,0.9766,NEGATIVE,0.8544
Bonjour à tous et toutes,POSITIVE,0.9627,POSITIVE,0.7935
"\x0312,00\x02PhenixFou\x02 ~ hello",POSITIVE,0.9913,POSITIVE,0.8093
Bonjour a toutes et a tous,POSITIVE,0.9822,POSITIVE,0.8312
Bonjour broke laisse mes fesses tranquille,POSITIVE,0.9555,NEUTRAL,0.5823
\x0306\x02bonjour LadyIce,NEGATIVE,0.9368,POSITIVE,0.7807
Bjr tlm,NEGATIVE,0.9444,POSITIVE,0.8904
!mord bichette,POSITIVE,0.8947,NEUTRAL,0.6352
\x037brooke \x0312choppe \x034bichette \x0312et lui mord ses fesses humm ce gout de \x0313\x02<3 <3 <3,NEGATIVE,0.9918,POSITIVE,0.868
"\x0312,00\x0313M\x0312ouahhhhh ma choupette",NEGATIVE,0.9771,POSITIVE,0.7425
\x0304bnjr,NEGATIVE,0.9781,POSITIVE,0.8025
bonjour laetiti03,NEGATIVE,0.9948,POSITIVE,0.6686
"brooke, ça va toi m'oui?",NEGATIVE,0.981,POSITIVE,0.7976
my english is very bad but of course you can understand me o:,NEGATIVE,0.9985,NEUTRAL,0.6069
je vais bien merci,POSITIVE,0.9675,POSITIVE,0.956
impéccable ça brooke :p ,POSITIVE,0.9993,POSITIVE,0.9851
bjr,NEGATIVE,0.9228,POSITIVE,0.8702
\x0304bnjr,NEGATIVE,0.9781,POSITIVE,0.8025
Bonjour Baztou33_grr,NEGATIVE,0.8952,POSITIVE,0.7086
"\x02\x034 ℹ️ [\x0312 INFO \x031Ch\x0312a\x0313a\x031t.fr \x034] ℹ️ :\x031 Ici c'est un lieu gratuit \x033[̲̅€̲̅(̲̅0̲̅)̲̅€̲̅]\x031 de discussion, de rencontres amicales \x037웃 유\x031, pour passer un moment convivial et chaleureux \x034( ^◡^)(^◡^ )\x031! Alors soyez poli, tolérant et respectueux. Merci et Bon Tchat ❗ \x0312٩(●̮̃•)۶",NEGATIVE,0.9768,POSITIVE,0.9478
i wanna eat you like a chicken nugget,POSITIVE,0.8658,POSITIVE,0.772
ca va bien ? ladylce,NEGATIVE,0.8459,POSITIVE,0.8273
\x0306\x02v https://youtu.be/K5KAc5CoCuk,NEGATIVE,0.9836,POSITIVE,0.7489
"\x02\x0301,00You\x0300,04Tube\x03\x02 \x02Indila - Dernière Danse (Clip Officiel)\x02 par IndilaVEVO (durée: 3:35) - Vue(s): 761343045",NEGATIVE,0.9931,NEUTRAL,0.6034
indila *-* ,POSITIVE,0.94,POSITIVE,0.699
"C est impressionnant il est 10h passer les pseudo Fake sont de sortie, peuvent pas se lever comme tout le monde a 6h",NEGATIVE,0.985,NEGATIVE,0.7558
"Tramontane, je préfère love story de elle x: si tu l'as déjà écouté :p ",POSITIVE,0.9793,NEUTRAL,0.6482
\x0306\x02mdrr vlad,NEGATIVE,0.989,POSITIVE,0.7307
"rho l'autre hé, il se barre :/",POSITIVE,0.6809,NEGATIVE,0.9248
"Vladcarstein, y'a pas d'heure pour escroquer les gens :d à coup de west.ern U.nion lol ",NEUTRAL,0.5887,NEUTRAL,0.6107
bonjour toutes et tous,POSITIVE,0.965,POSITIVE,0.7978
Bon allez zou bye a tous a plus,POSITIVE,0.9822,NEUTRAL,0.5992
Salut diablotin,NEGATIVE,0.9628,POSITIVE,0.8191
"Ennour, Bye bye à plus ",POSITIVE,0.998,POSITIVE,0.8704
\x0306\x02c'est le far ouest à cette heure là,NEGATIVE,0.9442,NEUTRAL,0.6149
bonjour kAyzO,POSITIVE,0.9607,POSITIVE,0.8787
"Ch\x0312a\x0313a\x031t.fr - \x0301\x02n°25641\x02\x03\x0301  Aujourd\'hui, c\'est mon anniversaire et mes parents m\'ont offert ""un bon pour un cadeau de plus l\'an prochain"". Ils m\'ont déjà offert ce même bon l\'an dernier. VDM \x03",NEGATIVE,0.9731,NEGATIVE,0.7396
"Tramontane, Je préfère le matin pourtant y'a pas mal d'ambiance lol",POSITIVE,0.9672,NEUTRAL,0.6282
en millieu d'apm y'a personne limite qui cause ,NEGATIVE,0.9438,NEUTRAL,0.5292
\x0306\x02moi aussi je préfère !,NEGATIVE,0.9563,POSITIVE,0.8883
\x0306\x02l'après midi j'y suis jamais,NEGATIVE,0.9545,NEGATIVE,0.8492
attendez la fin des épreuves du bac,POSITIVE,0.9469,NEGATIVE,0.8612
"Tramontane, je viens des fois vers 15h 16h quand je bosses du matin ",NEGATIVE,0.8507,NEUTRAL,0.569
ca va devenir le bordel s'il fait moche,NEGATIVE,0.9277,NEGATIVE,0.9769
"Tramontane, après faut dire y'a les beaux jours les gens profite à fond ",POSITIVE,0.9831,NEUTRAL,0.644
\x0312\x1dbonjour a tous,NEGATIVE,0.9433,POSITIVE,0.8483
\x0306\x02oui kAyzO,POSITIVE,0.789,POSITIVE,0.7913
"Tramontane, genre le week end dernier je suis pas venu je crois lol ou viteuf j'ai profité du soleil à fond lol",POSITIVE,0.9097,NEGATIVE,0.8155
puis le confinement terminé tout ça,NEGATIVE,0.7394,NEGATIVE,0.9111
baisse d'activité ,POSITIVE,0.9744,NEGATIVE,0.8399
\x0306\x02moi pas beau j'ai rien fait de spécial,POSITIVE,0.7291,NEGATIVE,0.9969
"Ah un papillon , c est signe de beau temps",POSITIVE,0.668,POSITIVE,0.7185
ah ouais ta vu Tramontane on va subir l'inflation la hausse des prix ,NEGATIVE,0.921,POSITIVE,0.7131
même dans l'alimentaire,POSITIVE,0.9963,NEGATIVE,0.8641
\x0306\x02mais début juin 2 jours par ci par là,NEGATIVE,0.9765,NEUTRAL,0.657
\x0312\x1dlol Vladcarstein,NEGATIVE,0.976,POSITIVE,0.7982
les fournisseur on gonfler leurs prix ,POSITIVE,0.9886,NEUTRAL,0.5147
"\x0312,00\x0313B\x0312onjour à toi Vladcarstein.",NEGATIVE,0.8748,POSITIVE,0.7911
et c'est nous qui trinquons,NEGATIVE,0.9541,NEUTRAL,0.5393
\x0306\x02je m'en fiche je dépense mon fric en espagne,NEGATIVE,0.8901,NEGATIVE,0.8902
\x0306\x02lol,NEGATIVE,0.97,NEUTRAL,0.5158
à cause de la marge qu'ils vont se faire pour récup,NEGATIVE,0.947,NEGATIVE,0.9454
Cc,POSITIVE,0.9832,POSITIVE,0.7432
"Tramontane, ah bon ? ",NEUTRAL,0.5209,NEGATIVE,0.6994
\x0306\x02oui,NEGATIVE,0.8112,NEUTRAL,0.5304
"Tramontane, faut donner de l'argent à ton pays wesh ",POSITIVE,0.9634,NEUTRAL,0.6593
Bizarre ici,NEGATIVE,0.9976,NEGATIVE,0.8063
Bien le bonjour ma douce ladyice,POSITIVE,0.7086,POSITIVE,0.8466
\x0306\x02c'est çà !,POSITIVE,0.8806,NEUTRAL,0.5165
fait pas comme les multi nationnal :o ,POSITIVE,0.986,POSITIVE,0.7926
LadyIce bjr,NEUTRAL,0.5277,POSITIVE,0.8712
\x0306\x02faut que je vote aussi,NEGATIVE,0.9566,NEUTRAL,0.6315
Bonjour à tous,POSITIVE,0.987,POSITIVE,0.7335
"\x0312,00\x0313T\x0312u vas bien \x02Vladcarstein\x02 ?",NEGATIVE,0.9943,POSITIVE,0.7418
"\x0312,00\x0313B\x0312jr \x02Babycrew1\x02 :) bise",NEGATIVE,0.9944,POSITIVE,0.8735
Je suis nouvelle,POSITIVE,0.9358,NEUTRAL,0.5578
C'est quoi ici,NEGATIVE,0.7423,NEGATIVE,0.9416
!kiss Myrtille,POSITIVE,0.9994,POSITIVE,0.8168
\x037Thorman \x0312fait un énorme \x034K\x037iii\x036ii\x032sss à \x034Myrtille,NEGATIVE,0.976,POSITIVE,0.8273
Myrtille:  cc ca va,NEGATIVE,0.9547,POSITIVE,0.7139
\x0306\x02manger 5 fruits et légumes,NEUTRAL,0.5727,NEUTRAL,0.5493
!horo belier,POSITIVE,0.7772,POSITIVE,0.8134
!kiss Tramontane,POSITIVE,0.9995,POSITIVE,0.7603
\x037Thorman \x0312fait un énorme \x034K\x037iii\x036ii\x032sss à \x034Tramontane,NEGATIVE,0.987,POSITIVE,0.8007
\x031Ch\x0312a\x0313a\x031t.fr\x031 Horoscope - \x02BELIER,NEGATIVE,0.9942,POSITIVE,0.6832
"*AMOUR* Le grand amour sera probablement pour tous ceux d'entre vous qui sont encore seuls ! Autant vous avez dû passer par une période de doute et de solitude, autant cette fois le bonheur sera à portée de main. La rencontre que vous attendez aura des chances de se produire. D'autre part, les influx de Saturne, l'astre de l'authenticité et de l'engagement, pourront se traduire par un mariage. Si vous vivez en couple, soyez surprenant et inventif ",POSITIVE,0.7812,POSITIVE,0.9756
\x0306\x02bonjour Thorman,POSITIVE,0.8549,POSITIVE,0.8012
Ça va trop vite,NEGATIVE,0.893,NEGATIVE,0.9407
Myrtille bonjour,POSITIVE,0.9917,POSITIVE,0.692
m'enfin l'inflation on en reparlera dans quelque temps x: quand tous le monde aura plus de thune en millieu de mois xD ,NEGATIVE,0.8898,NEUTRAL,0.6493
\x0306\x02mdrr,NEGATIVE,0.9471,NEUTRAL,0.6212
ça sera les moitier de mois difficile,NEGATIVE,0.9803,NEUTRAL,0.6224
plus les fins de mois difficile,NEGATIVE,0.9846,NEUTRAL,0.6035
(x ,POSITIVE,0.9035,POSITIVE,0.6854
\x0306\x02je crois que c'est ce que vivent les gilets jaunes,NEGATIVE,0.9031,NEUTRAL,0.6283
Vincent 59 comment faire pour parler en privé à 2,NEUTRAL,0.5591,NEGATIVE,0.7603
Myrtille: ca a,NEUTRAL,0.6242,NEUTRAL,0.5726
Oui et toi,NEUTRAL,0.5115,POSITIVE,0.7811
"Tramontane, faut arrêter les GJ la plupart sont des chômeur ou au RSA t'sais ",NEUTRAL,0.5739,NEUTRAL,0.5322
rare son ceux qui on un emploie fixe chez les GJ ,NEGATIVE,0.7671,NEUTRAL,0.5373
impecc Myrtille t'ai envoye un message en pv,NEUTRAL,0.6062,POSITIVE,0.9213
\x0306\x02non pas au début du mouvement,NEGATIVE,0.8478,NEUTRAL,0.5021
tu es sur tel myrtille ?,NEGATIVE,0.8392,NEUTRAL,0.5911
même le royaliste à deux balles qui fou une claque à Macron ,NEGATIVE,0.8167,NEUTRAL,0.5934
Oui suis nouvelle,POSITIVE,0.8027,POSITIVE,0.6867
un royaliste quoi ,NEGATIVE,0.9512,NEGATIVE,0.6776
mdr,NEGATIVE,0.9466,NEUTRAL,0.6587
\x0306\x02tu sais tous ceux qu'on a applaudit au premier confinement !,NEGATIVE,0.9493,NEUTRAL,0.6413
Je sais pas me servir du site,POSITIVE,0.8133,NEGATIVE,0.9826
y'en qui on pas compris je crois l'évolution de notre civilisation mais bon ,POSITIVE,0.988,POSITIVE,0.7845
bjr myrtille,POSITIVE,0.8833,POSITIVE,0.8651
Je sais pas ou c'est le PV privé,POSITIVE,0.8286,NEGATIVE,0.7198
\x0306\x02l'évolution? où çà?,NEGATIVE,0.9941,NEGATIVE,0.758
"Myrtille, C'est pas bien compliqué ",POSITIVE,0.9885,NEUTRAL,0.6575
clic sur mon psedo myrtille,POSITIVE,0.6962,POSITIVE,0.8499
tu dois les avoir en haut à droite,POSITIVE,0.9189,NEUTRAL,0.557
"Tramontane, tu rigoles on à trop bien evolué en peu de temps ",POSITIVE,0.9413,POSITIVE,0.8863
Aidé moi svpl,NEGATIVE,0.6851,POSITIVE,0.7773
\x0306\x02ah oui?,NEGATIVE,0.9952,NEUTRAL,0.5856
je suis le seul à avoir des déconnexions ?,NEGATIVE,0.9785,NEGATIVE,0.709
Myrtille: tu veux combien?,NEGATIVE,0.9534,NEUTRAL,0.6517
C'est un monde primitif,POSITIVE,0.9719,POSITIVE,0.6715
"Tramontane, Bah rien que la révolution numérique (x ",POSITIVE,0.9049,NEUTRAL,0.5994
"\x02\x034 ℹ️ [\x0312 INFO \x031Ch\x0312a\x0313a\x031t.fr \x034] ℹ️ :\x034 ⛔ STOP aux bagarres ❗ ⛔\x031 Tout comportement négatif ou violent pourra être sanctionné par un Kick voir un Ban. Pour chaque minute où vous êtes en colère, vous perdez 60 secondes de bonheur. Ce TChat n'est pas un défouloir. Merci :)",NEGATIVE,0.9929,POSITIVE,0.7254
\x0306\x02oui çà a servi à quoi kAyzO,NEGATIVE,0.9652,NEGATIVE,0.8805
Myrtille:  clic sur le pseudo avec qui tu veux faire un pv et ouvre message privé,NEGATIVE,0.8364,POSITIVE,0.721
"Tramontane, bah toutes les applis etc qui existe mtn ",NEGATIVE,0.9661,NEUTRAL,0.5069
"Tramontane, révolution technologique",POSITIVE,0.9952,POSITIVE,0.6766
même dans l'automobile,POSITIVE,0.9967,NEGATIVE,0.7371
\x0306\x02fantastique je sais pas comment je fais pour vivre sans !,NEUTRAL,0.5692,NEGATIVE,0.7152
re nanasse,POSITIVE,0.7061,NEGATIVE,0.9971
Myrtille clikc sur mon psedo et tu verras messages privé,NEUTRAL,0.5653,POSITIVE,0.8361
marche pas sur tel ça choups1 si ? :),NEGATIVE,0.9519,NEUTRAL,0.5736
"Tramontane, bah écoute jette ton pc et ton tel x: puis on te vera plus xD ",NEGATIVE,0.9756,NEUTRAL,0.5374
\x0306\x02il a 10 ans mon pc,NEGATIVE,0.9934,NEUTRAL,0.5879
"Tramontane, ton smartphone ou tu fais tes ptit jeu à la candy crush xD non?",NEGATIVE,0.9906,NEUTRAL,0.5991
je sais pas hophop mais je pense que si quand meme,NEUTRAL,0.6611,NEUTRAL,0.5771
"sur tel, faut se mettre en version pour ordinateur",POSITIVE,0.7081,NEUTRAL,0.6302
\x0306\x02et mon tel franchement c'est bien cher pour ce que c'est,NEGATIVE,0.9462,NEGATIVE,0.9117
bonjour,POSITIVE,0.9679,POSITIVE,0.7109
"Tramontane, après tu n'es pas toute jeune non plus et à fond sur les innovations qui ce font attention c'est pas une critique hein ",POSITIVE,0.9784,POSITIVE,0.8136
hello,POSITIVE,0.9995,POSITIVE,0.8056
pilgrim75:  bonjour,POSITIVE,0.9265,POSITIVE,0.7611
"\x02\x0304,00\x0304B\x0304onjour à tous\x02",NEGATIVE,0.9132,POSITIVE,0.6952
"Tramontane, parceque je suis comme toi ^^ niveau technologie je me satisfait du nécessaire",POSITIVE,0.7073,NEUTRAL,0.6611
\x0306\x02ah non le téléphone me sert juste de téléphone de station météo et de circuit de randos,NEGATIVE,0.9854,NEGATIVE,0.728
Mouahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Reglisse__ bisouuuuuuuuuuuudouuuuux :-* :-* :-* ♥♥♥,NEGATIVE,0.975,NEUTRAL,0.56
\x0306\x02c'est surtout que je ne l'ai pas greffé le tel,POSITIVE,0.8351,NEUTRAL,0.505
"Tramontane, ouais ce que je dis lol mais mtn look son tous avec des ecouteurs bluetooth etc etc ",NEGATIVE,0.9462,POSITIVE,0.7256
Bonjour,POSITIVE,0.9679,POSITIVE,0.6751
\x0306\x02ba moi pas,NEGATIVE,0.98,NEGATIVE,0.7338
!clope,POSITIVE,0.8087,NEUTRAL,0.5995
\x0312Il semblerait que \x037nanasse \x0312s'offre une bonne pause clope bien meritée (c'est pas bien de fumer),NEGATIVE,0.9623,NEUTRAL,0.629
"Tramontane, je veux dire en clair qu'en 5 ans ça à bcp plus evolué qu'en 10 ans ",POSITIVE,0.9724,POSITIVE,0.7676
tu peux pas le nier,POSITIVE,0.9253,NEUTRAL,0.6322
\x0306\x02lol,NEGATIVE,0.97,NEUTRAL,0.5158
elle fait trop x: sa forte tête x: ,POSITIVE,0.9684,POSITIVE,0.8858
non d'une Tramontane,NEGATIVE,0.9592,NEUTRAL,0.609
!tapavu vilaine,POSITIVE,0.8888,NEGATIVE,0.9475
Oliverr > je ne me souviens pas avoir vu vilaine.,NEUTRAL,0.5752,NEGATIVE,0.815
Je découvre ceton espace,POSITIVE,0.9905,POSITIVE,0.8256
\x0306\x02oui je croise plus de gens avec le nez sur leur tel que pour regarder un coucher de soleil,NEGATIVE,0.9048,NEGATIVE,0.754
Je vous écris depuis ma machine a écrire,NEGATIVE,0.8202,NEUTRAL,0.5533
\x0306\x02mdr Sephi,NEGATIVE,0.9645,NEUTRAL,0.6087
"Tramontane, voilà x: même au taff les plus jeunes lache pas leurs tel pendant le boulot certain en kit main libre à discuter et taffer en même temps c'est n'imp ",NEUTRAL,0.618,NEUTRAL,0.5266
"Tramontane, alors que y'a 5 ans en arriere personne sortait son tel pendant le taff",NEGATIVE,0.9482,NEUTRAL,0.5666
mécanique ou éléctrique Sephi ?,NEGATIVE,0.8124,NEUTRAL,0.5355
qu'est ce que c'est mort,NEGATIVE,0.9379,NEGATIVE,0.9909
"Crepuscule, Yooooo ",NEGATIVE,0.9701,POSITIVE,0.6878
\x0306\x02çà dépend des boites !,NEGATIVE,0.8996,NEUTRAL,0.5012
Manuel diablotin,POSITIVE,0.9615,NEUTRAL,0.6552
forcément vu que tu dois utiliser tes doigts,NEUTRAL,0.5366,NEUTRAL,0.5973
\x0306\x02c'est sur que si tu as un mouchard sur ton ordi tu as interet à avoir du rendement,NEGATIVE,0.8874,NEGATIVE,0.6819
