sequence;camembert label;camembert score;label;
"Il pleut des bouteilles, j'me suis promis de ne plus boire";negative;0,876769185066223;negative;
"Y'a encore pas plus tard que la veille de demain soir";neutral;0,634154140949249;;
"Il est temps que j'rentre au bled me laver";neutral;0,575687110424042;;
"Discuter avec les sages du village, si ils savaient";positive;0,818773448467255;;
"Starfoullah, qu'est-ce que j'fous là ?";negative;0,878146231174469;negative;
"Je suis supposé être barbu, marié, femme avec foulard";neutral;0,528715908527374;;
"Pays de koufarh, j'en ai le cafard";negative;0,97241485118866;negative;
"J'ai le cœur d'Aladdin et les vices de Jafar";positive;0,748068869113922;negative;
"Comment te l'expliquer ? On est instables";positive;0,70286363363266;negative;
"Vécu déséquilibré";neutral;0,557956218719482;negative;
"Hey yo je garde trop de mal";negative;0,895178020000458;negative;
"excité par la peur";positive;0,865466594696045;;
"lève la main sur mes histoires de cœur";positive;0,958573937416077;;
"Je déteste quand elle pleure, elle me rappelle ma mère";neutral;0,615850627422333;negative;
"Si j'étais son fils, mon géniteur serait au fond du cimetière";neutral;0,59366762638092;negative;
"Un peu suicidaire sur les bords";negative;0,769326686859131;negative;
"Ne me pousse pas à l'homicide, j'suis au bord";negative;0,845387160778046;negative;
"Il est plus dur de vivre que de donner la mort";positive;0,693647861480713;negative;
"Écorché vif, cicatrices me décorent";positive;0,889726996421814;negative;
"Hey yo, je fais l'amour comme une bête sauvage";neutral;0,548724234104156;;
"J'crache mes sentiments dans l'œsophage";neutral;0,576967239379883;;
"Troupeau de bitches m'ont élu berger de l'année";neutral;0,570442259311676;negative;
"Combien de coups de reins j'ai donné ? L'amour n'est pas dans le pré !";positive;0,798129320144653;negative;
"Me marier était la meilleure solution";neutral;0,635135054588318;;
"Comme chaque année je manque à mes nouvelles résolutions";negative;0,743900775909424;;
"Comment ne pas tirer ? Trop de cibles et de munitions";negative;0,971497535705566;negative;
"Mais, gros, j'me repentis après la grande ablution";neutral;0,512677013874054;;
"Éternel insatisfait";negative;0,736149907112122;negative;
"Retour de flèche, Cupidon s'est tué";neutral;0,580953419208527;negative;
"Slalom dans les tunnels";neutral;0,562239825725555;;
"conduite de criminel";neutral;0,506521761417389;negative;
"Tu veux du sensationnel ? Rince toi les yeux j'perce tes prunelles";positive;0,856042385101318;;
"comme le kecra je circule";positive;0,804836094379425;negative;
"J'suis pas amoureux des caméras, j'ai plus de recul";negative;0,781026124954224;;
"Aucune tass nous divisera dans ses calculs";neutral;0,554102003574371;;
"J'les trouve ridicule";negative;0,979066967964172;negative;
"Incha'Allah ";positive;0,815571486949921;;
"Arrêterai-je de rapper si je gagnais au loto ? Non";negative;0,746391713619232;;
"T'aurais droit qu'à du flow de roloto";neutral;0,621006965637207;;
"Ils ont pas les clés, j'plains le nouveau rap français";neutral;0,610176146030426;;
"Comment ouvrir les portes avec une radio de bras cassé";negative;0,800698518753052;;
"Le rap vient d'la street donc j'y suis coincé";negative;0,967059314250946;;
"Plus je kick, plus ton spliff et d'plus en plus corsé";positive;0,953769028186798;;
"J'ai jamais forcé, mes fans me trouve cool";positive;0,886904001235962;;
"Même quand j'leur brise le coup en sautant dans la foule";neutral;0,585788071155548;;
"J'suis un monstre et je sors pas d'un lac";negative;0,787316858768463;negative;
"Tous Paris me tourne autour, je triomphe comme l'arc";positive;0,933201670646667;;
"C'est l'artiste aux métaphores les plus troublantes";positive;0,969475030899048;;
"Tempérament de feu donc mes punchlines sont brûlantes";positive;0,955383539199829;;
"Violente est l'éthique, le game est désertique";negative;0,825685679912567;;
"J'fais du tort aux politiques et traîne un desert eagle";neutral;0,651458978652954;;
"Si autant de jeunes se sacrifient c'n'est pas pour rien";neutral;0,538029968738556;;
"Y a aucun plaisir à se suicider si ce n'est pour assouvir notre faim";negative;0,929011523723602;;
"À travers ma voix tu marches dans ma rue";positive;0,928424954414368;;
"Ça craint, message à la racaille les cibles de Sarko";neutral;0,662477791309357;;
"Les délinquants, les narcos-trafiquants";neutral;0,501392781734467;negative;
"On veut rotteca nos frère tombent";neutral;0,573125720024109;negative;
"Et se plombent, craignent pas assez l'enfer, les supplices de la tombe";negative;0,95943820476532;;
"Une journée de plus en banlieue rien à faire comme d'hab'";negative;0,997916519641876;;
"T'appelles un poto de galère, une vie de misérable";negative;0,730496108531952;;
"En plein après-midi tu viens de te réveiller";negative;0,93915206193924;;
"Le visage enflé rien pour t'égayer, le ciel est gris";negative;0,997507274150848;negative;
"Tous les jours c'est dimanche rien qu'tu maigris";neutral;0,601942658424377;;
"Pourtant rien qu'tu manges les soucis te rongent, t'rendent aigri";neutral;0,623789072036743;negative;
"Tu craches des glaires toxiques, vomis du liquide nocif";negative;0,961374223232269;negative;
"Par voix orale ou anale t'es maladif en manque de biff";negative;0,824896454811096;negative;
"Prêt à faire le mal dans le mal comme escroquer";positive;0,685849249362946;negative;
"Au risque de finir estropié, faire fumer l'escroquer";negative;0,738257706165314;negative;
"Tu mises ta vie sur un coup-fourré, inconscient dans le fou rire";neutral;0,614196717739105;negative;
"T'aimerais que tes p'tits frère s'en sortent comme ta caisse à la fourrière";neutral;0,519811153411865;;
"Ça fout rien, mais trop de repos engourdit";negative;0,997065365314484;negative;
"Trop de racailles étourdies, dans le fourvoiement dégourdi";negative;0,940777122974396;negative;
"Mais dans l'haram y a pas de baraka ni à la raque-ba";neutral;0,557681977748871;negative;
"Ça s'trouve dans les prières les rakats, Allahou Akbar";positive;0,766968965530396;;
"R.D.V. au rade pour lire le journal, jouer aux jeux de hasard";positive;0,683924317359924;;
"Se remettre de sa soirée en faisant la bise au hagar";neutral;0,518407642841339;;
"Qui entretiennent leur réputation dans la crapulerie";negative;0,895199596881866;negative;
"Avec un humour déplacé dont seules les crapules rient";positive;0,886029481887817;negative;
"Ça réjouit les uns d'voir les autres faire les gogoles";negative;0,750751912593842;;
"Les grandes gueules qui te font passer le temps rien que tu rigoles";neutral;0,616006076335907;;
"Mais finiront allongées au sol avec une balle logée dans le crane";negative;0,859290719032288;negative;
"Enfin quelque chose là-dedans toi qu'avais rien dans l'crane";negative;0,793875932693481;negative;
"En plus ils racontent que d'la merde ils ont la cervelle en panne";negative;0,989707767963409;negative;
"Moi les mythos m'font mal au crane, poto il me faut un Doliprane";negative;0,716240882873535;negative;
"Ça se barre en alcoolo, empeste la garde à v' comme un clodo";negative;0,9819655418396;negative;
"T'arrives menotté, pété aux urgences avec des croutes crados";negative;0,739639103412628;negative;
"On ne sait même plus parler je sais que vous vous en fichez, le visage caché";negative;0,812419235706329;;
"Dans les reportages de condés on ne fait que s'afficher, justifier les clichés";negative;0,952234983444214;negative;
"Fiché, fichu le quartier est cuit";negative;0,979034185409546;negative;
"On est tous des maillons faibles c'est désolant comme notre Q.I";neutral;0,542847216129303;negative;
"Et même nos petites reus deviennent des cailles, faut leur mettre des baffes";neutral;0,549575924873352;negative;
"Elles jouent les chaudes en centre de rééducation, sorti de la M.A.F";negative;0,732831954956055;negative;
"Deviennent des meufs à voyou, des michtonneuses à fond dans la came";negative;0,669484674930573;negative;
"Des boîtes branchées de Paname au festival de Cannes";positive;0,812531054019928;;
"Elles oublient qui elles sont, de qui elles viennent, d'où elles viennent, tiennent";neutral;0,501969575881958;;
"Peu de choses de leur mères elle pensent qu'a faire les chiennes";neutral;0,536098003387451;negative;
"Se tortiller, certaines refusent de se servir de leurs deux mains";negative;0,702256858348846;;
"De peur d'abimer leur vernis et ce sont les mères de demain, (hein)";negative;0,702320456504822;;
"C'est grave comment l'argent à évincer les vrais valeurs";neutral;0,572133362293243;;
"Dis aux dealers, aux voleurs, de se repentir avant le malheur";positive;0,84912097454071;;
"Et de s'écarter des troupeaux contaminés qui rejettent les préceptes";positive;0,740155637264252;;
"Rien qu'on accumule les péchés, qu'on indigne nos ancêtres";negative;0,711349427700043;negative;
"Plus de diplôme ni de formation, peu de carrières sportives";negative;0,754930734634399;;
"Pour rester actif, monte une assos' à but non-lucratif";negative;0,671100914478302;;
"Tu peux être coursier, livrer des pizzas à domicile";neutral;0,610814869403839;;
"Porter des cartons à Rungis, au marché ou être vigile";neutral;0,639394223690033;;
"Sinon t'embrasses l'illicite, les passes en quinze minutes";negative;0,822356402873993;negative;
"Les smicards, les bâtards te félicitent quand tu débutes";neutral;0,571566462516785;negative;
"Tu sais pertinemment que tu t'feras péter y a pas de combine";neutral;0,526365637779236;negative;
"Tes parents, ta copine, passent soixante-douze heures à la Crim'";negative;0,896611630916595;negative;
"Emprunte photo, traitées au labos, les balances sauvent leur peau";neutral;0,586360454559326;;
"Collabo' des pont investigation la lice-po";neutral;0,531895816326141;negative;
"Tu démarres sur les chapeaux de roues sans chrono";neutral;0,543339729309082;;
"Vivre tout ce temps pour mourir rébou sur des tonneaux";negative;0,89913022518158;negative;
"Une pensée au suicide et aux mitards, aux lacets";neutral;0,529470086097717;negative;
"Dépassés par les événements, lassés de ce destin glacée";negative;0,821454048156738;;
"Les clostrau' frustrés, ceux qui brulent leurs cellules";neutral;0,578622817993164;negative;
"Parlent tout seul en promenade, s'auto-mutilent pour une pilule";negative;0,838667750358582;negative;
"Ta vie une pièce de théâtre, dans les coulisses ça ricane";neutral;0,546703517436981;negative;
"Les mêmes anciens que t'idolâtres, qui t'avancent de la came";negative;0,82387900352478;negative;
"En centre de détention en cavale jusqu'à la prescription";neutral;0,598663568496704;negative;
"En provisoire tenu en laisse par le comité de probation";neutral;0,564635097980499;negative;
"Les braqueurs font la queue devant les banques, c'est sans espoir";negative;0,711722373962402;negative;
"Deux-trois dans la journée, plus d'thunes au comptoir";negative;0,946136176586151;negative;
"Aux assises c'est les enchères qui dit mieux, ""10, 15 ans, 20ans..""";negative;0,782200455665588;negative;
"Mes potes ont trop récidivé on se reverra quand on sera vieux";positive;0,854394137859344;negative;
"Bien que t'aies les matons dans la poche, t'as raté le coche";negative;0,99836653470993;negative;
"Ton destin n'a jamais levé le pied sur la file de gauche";neutral;0,626603960990906;negative;
"À 2.80 sur la A666, sans freins";neutral;0,545595467090607;;
"Sous flash, flashé par le proc', choriste du juge au refrain";neutral;0,560157477855682;;
"Et ta femme te remplacera par un type du même type qu'est-ce qu'tu peux faire ?";negative;0,80726283788681;negative;
"Il l'accompagnera au parloir s'hab t'es son frère";positive;0,834755897521973;;
"Ton co-détenu c'est avec qui elle couche, qui la touche";neutral;0,550226449966431;negative;
"Tu penses à elle, tu t'touches, t'es game over sur la touche";neutral;0,557535231113434;negative;
"Pour ta daronne c'est bien plus douloureux qu'un parloir fantôme";neutral;0,650433421134949;negative;
"Elle culpabilise, or c'est la rue qui t'as filé le symptôme";neutral;0,603273093700409;negative;
"T'en veux à ton baveux, il en demande toujours plus";neutral;0,640399575233459;negative;
"Pour fumer faut te coffrer jusqu'à t'dilater l'anus";negative;0,738906264305115;negative;
"Moi je peux pas te dire qu'j'en ai rien à battre, mes frère se rabattent";negative;0,991545498371124;negative;
"Du coté du diable et vivent que pour se habbate";neutral;0,586046099662781;negative;
"Pour une tasse ils sabotent, pour un client il crapote";negative;0,948901057243347;negative;
"À coup d'sabate sans vendre ses pattes, dans la violence veulent plus se battre";positive;0,712882936000824;negative;
"Maintenant ils s'abattent sans sommation s'en battent";neutral;0,51827734708786;negative;
"La race c'est le pire c'est qu'on s'adapte";neutral;0,61323082447052;negative;
"Plus le temps de ré-pleu, il pleut, les Air max plein de gadoues";neutral;0,618409395217896;negative;
"Ferme la porte du hall, il caille, wesh sinon t'es un gars d'où ?";negative;0,671363115310669;negative;
"Chacun ses antécédents, son jugement, son tempérament";positive;0,890225529670715;;
"Chacun son mandat, son parloir, son enterrement";neutral;0,517100811004639;;
"Sa mère en deuil, ses péchés, sa salat";positive;0,767074763774872;negative;
"Ses hassenates, ça cogite ne me raconte pas de salades";neutral;0,542280375957489;negative;
"Les ghettos métiers restent illusoires, y'en a pas un qu'aboutit";neutral;0,62705671787262;negative;
"On gagne pas l'argent à la sueur de ses outils, la taule t'abrutit";negative;0,824755549430847;negative;
"T'amputes de la raison, raffermis tes mauvaises passions";negative;0,719591379165649;negative;
"Fasciné par les anciens et leur expressions";positive;0,972798705101013;;
"Ta mère, miskina au bord de la dépression";negative;0,762676775455475;negative;
"J'appelle ""la racaille"" à une sérieuse remise en question";positive;0,751327693462372;;
"Pour se ranger y'a mieux que l'argent, y'a la religion";neutral;0,596017777919769;;
"Se retirer des ghettos légions, pourquoi pas quitter la région";neutral;0,66487842798233;;
"Quand t'es au bout du rouleau, que le système t'met la tête sous l'eau";negative;0,973978698253632;negative;
"Soulé a chercher du boulot, rouler des joints, se faire interpeller";negative;0,919021606445313;;
"Par ces bâtards de poulet en chemin";negative;0,94684225320816;negative;
"Dans l'angoisse trainer la poisse comme un boulet, comme un ancien qu'a coulé";negative;0,982166349887848;;
"En chien qui s'fait dérouler, par ton p'tit frangin, faut tailler avant de s'écrouler";negative;0,855034708976746;;
"Se faire troué écroué à vie, échouer";negative;0,979757487773895;;
"Vivre du RMI, sans véritable ami pour te secourir ou te secouer";neutral;0,593268573284149;;
"Héwa ";positive;0,730877101421356;;
"Pour te changer y'a pas de formule secrète";neutral;0,511857450008392;;
"Je suis pas là pour t'inciter mais pour te dire des choses concrètes avec véracité";positive;0,875508964061737;;
"Tapis rouge devant car cellulaire au placard";negative;0,836938619613647;negative;
"J'ai rien demandé";neutral;0,536942183971405;;
"T'avais la morve au nez";negative;0,675579607486725;negative;
"j'ai giflé tes grands";neutral;0,52202171087265;negative;
"J'ai reculé devant personne";neutral;0,55149507522583;;
"j'ai fait preuve de cran";neutral;0,515439689159393;;
"Je réchauffe les joues, tu réchauffes le banc";positive;0,790100336074829;;
"Cagoule et des gants, tous des attaquants";neutral;0,588882446289063;;
"Pas d'embrouille ";neutral;0,541874468326569;;
"Y a embrouille";negative;0,876808047294617;negative;
"Monte le son, renoi";neutral;0,639752566814423;;
"Écoute ça fort, rebeu";positive;0,843015670776367;;
"À la main gauche une Heineken";positive;0,691086828708649;;
"à la droite un gros joint de beuh";negative;0,685298502445221;;
"Criminel, pourvu que ça sonne dangereux";neutral;0,615955591201782;negative;
"Wassup aleykoum, aleykoum wassup";positive;0,841272950172424;;
"On se donne, on se perd, on s'oublie";negative;0,704697132110596;;
"A faire l'amour sans amour";negative;0,896377265453339;negative;
"L'argent et le sexe dans le corps et les esprits";positive;0,814413011074066;;
"Je les vois vivre sans amour";neutral;0,617898523807526;;
"Tout semble faux autour de ma vie";negative;0,828345358371735;negative;
"La Terre tourne sans amour";neutral;0,616859078407288;;
"Le monde est froid et nos cœurs sont durcis";positive;0,8242147564888;;
"A trop errer sans amour";negative;0,986742734909058;negative;
"Blessé à terre au lieu de t'aider";negative;0,984192252159119;negative;
"ils vont te dépouiller poto";neutral;0,654212534427643;negative;
"L'homme est le pire des gros rapaces";neutral;0,647100448608398;negative;
"mon cœur saigne dans ma carapace";positive;0,715699911117554;negative;
"J'ai dû apprendre à me respecter mais j'suis pas de la chair à tass";neutral;0,504578351974487;;
"Toujours un plus accroché que l'autre qu'en n'a rien à foutre";negative;0,90446925163269;negative;
"Le corps passe pour un buffet sur lequel on se vautre";negative;0,835369825363159;;
"C'est cruel, le côté bestial l'emporte sur le sensuel";positive;0,904719471931458;negative;
"Le physique est primordial, l'âme sœur n'est qu'un partenaire sexuel";positive;0,694884300231934;;
"Le manque d'amour te donne froid, t'es comme un fœtus sous les draps";negative;0,853406846523285;negative;
"Rares sont les gens sur qui tu peux compter, la bonté te perdra";negative;0,829587876796722;negative;
"Protège ton cœur, on va le briser";positive;0,814772546291351;negative;
"Si t'es sale";neutral;0,651657462120056;negative;
"on touche pas ta schnek";positive;0,6833136677742;;
"Y'a pas d'repos pour les vrais gars";neutral;0,628428399562836;;
"Et dans l'parking y'a mes brigands";positive;0,696747243404388;negative;
"Et aucun dans ma bande n'a grandi gaté";negative;0,938827753067017;negative;
"J'ai connu très tard le goût du gâteau";neutral;0,567527651786804;;
"On a fait du sale et du cello";negative;0,987351357936859;negative;
"Avec du travail et grâce au cielo";positive;0,844835698604584;;
"À la base c'était pour le terrain";neutral;0,513589084148407;;
"Depuis que j'ai signé";positive;0,803651630878448;;
"ils ont tous le seum";positive;0,730722486972809;negative;
"Et puis t'en as d'autres qui avouent les faits";neutral;0,598475992679596;;
"Regardes c'est mon blaze ";negative;0,85920774936676;;
"C'est moi qu'affole la foule";neutral;0,659568011760712;;
"Bénéf";neutral;0,622585952281952;;
"C'est la qualité qui fait la diff";positive;0,729026675224304;;
"Vu que tout se vend, tout s'achète";neutral;0,555959105491638;;
"Change et rechange de cachette";neutral;0,500537931919098;;
"C'est toujours mieux de payer cash";neutral;0,649127244949341;;
"T'auras moins de problèmes si tu perds quelque chose";neutral;0,506590485572815;;
"La meilleure déf c'est l'attaque";neutral;0,616061389446259;;
"C'est moi qu'a la meilleure tech";neutral;0,623352468013763;;
"Regarde j'ai capté le truc";neutral;0,549736022949219;;
"catégorie des négros malhonnêtes";negative;0,896036326885223;negative;
"Je vends de la drogue et je fume, moi j'suis pas là pour plaire";negative;0,973147928714752;negative;
"Mais toi on dirait que tu t'en fous, tu veux que je reste ton mec";neutral;0,635746419429779;;
"rouler, compter, détaille";positive;0,755971729755402;;
"Avec moi, y a trois bacqueux et j'me suis juré sur la vie de ma mère, ";negative;0,716126263141632;negative;
"de plus voir la misère";neutral;0,512415111064911;;
"de plus connaître la hess";positive;0,872548520565033;;
"belek fait pas de bavures";neutral;0,643823146820068;;
"Non non la comédie ça paie pas, donc essaye d'être moins bavard";negative;0,988073110580444;;
"foncedé dans mon navire";neutral;0,618573307991028;v;
"Je suis dans le gamos ";neutral;0,544878363609314;;
"relax";positive;0,841447651386261;;
"Mon sincou qu'est bientôt relâcher";neutral;0,561133086681366;;
"À cause du khaliss";neutral;0,511049747467041;;
"Les condés l'ont attaché ";positive;0,831646859645844;;
"Si tu t'avances, la Tokarev braqué sur ta tête";positive;0,709428489208221;negative;
"Je suis désolé maman";negative;0,734008729457855;;
"La nezo est quadrillée";neutral;0,540219962596893;;
"faut courir : y'a les condés";neutral;0,530207633972168;negative;
"Et vu que sur moi, j'ai du détail, s'ils me pécho, c'est garde av";neutral;0,589266061782837;negative;
"Ça débite grave";positive;0,923621356487274;;
"ça bicrave grave";positive;0,924180030822754;;
"né pour finir comme un guetteur";neutral;0,63845306634903;negative;
"DM avec la fille de l'inspecteur";neutral;0,598718881607056;;
"le premier qui jacasse, on le fait taire";negative;0,715176105499268;negative;
"Et ces pétasses sentent bien qu'on est déter";neutral;0,54511159658432;negative;
"Ça fait bien longtemps que j'ai cassé ma puce et j'suis bien plus rentable ";negative;0,846390247344971;;
"la C rapporte";neutral;0,605183243751526;;
"mes petits plavons dans la brech";neutral;0,599677979946136;;
"pour de l'espèce colorée dans la poche";neutral;0,522395193576813;;
"Ramène-toi calibré";positive;0,692756652832031;negative;
"frère";positive;0,758402943611145;;
"si t'es auch";neutral;0,640888512134552;;
"On fait de la mula";negative;0,961101710796356;;
"Ouais, ouais, ouais";positive;0,672786772251129;;
"Des envies noires donc nikomok";neutral;0,611250698566437;negative;
"Je suis dans le block";positive;0,920066475868225;;
"je te refourgue une dose";neutral;0,594898343086243;negative;
"témon chez toi pour un litre ";negative;0,689562141895294;;
"Je revends tout au gramme";negative;0,784022033214569;;
"Bref, on fait des affaires";neutral;0,653716206550598;;
"même si je sais que tu ne m'aimes pas";positive;0,704285442829132;;
"Refrè";neutral;0,586370527744293;;
"kichta ";positive;0,807566165924072;;
"la monnaie m'embellit, ouais";positive;0,838045656681061;;
"Kouma, tu goûtes au mbeli";positive;0,831293702125549;;
"Elle est où la moulaga, la moulaga ?";negative;0,786424696445465;;
"Un dernier coup d'éclat";positive;0,890045046806335;;
"Pour une fois dans ma vie, je me sens, comment dire ? Libre";positive;0,914605259895325;;
"Affranchi d'obligations stupides, mine";neutral;0,533857524394989;;
"Entre le pouce et l'index";positive;0,676020622253418;;
"Et si tu veux vraiment me cerner tends l'oreille et écoute un peu les textes";positive;0,73418527841568;;
"Clairs, comme une nuit de pleine lune";positive;0,825216770172119;;
"Pour les dérouter parfois je fais rentrer la brume";neutral;0,629530310630798;;
"Je suis complexe, la vie, la mort, attachées à ma plume";positive;0,958171606063843;;
"Lance missile avec une rampe tanquée dans mes lacunes";negative;0,968616306781769;;
"Parade pour la poésie qui nous a déposés là";positive;0,736444652080536;;
"Demain c'est loin et toute la foule rappe a cappella";neutral;0,552627503871918;;
"Pour mes jours à NYC où j'ai frôlé la mort";negative;0,764689385890961;;
"Hors catégorie IAM, on a violé la norme";negative;0,964531779289246;negative;
"C'est pour Richard, ouais, pour mon père, ouais";neutral;0,613242506980896;;
"Pour mon amour, tu m'as levé j'étais à terre, ouais";positive;0,702571034431458;;
"Et cette cage qui enserre mes colères";positive;0,70752477645874;negative;
"Cahier d'un môme détruit par le système scolaire";negative;0,757779479026794;negative;
"Équation qui régit tout le système solaire";positive;0,919444918632507;;
"Energie, trop serré les dents, j'ai perdu mes molaires";negative;0,989347815513611;negative;
"Non, le coran, la bible, tous annoncent l'abîme";neutral;0,582620441913605;;
"J'ai vu les cieux s'ouvrir au pied des pyramides";positive;0,922381579875946;;
"Pour mes frères, ma main, la phalange";positive;0,881602466106415;;
"Impérial asiatique, Ecole du mic, ouais, honneur et talent";positive;0,805275559425354;;
"Le futur est flou, quoiqu'il arrive, bosse";neutral;0,532289564609528;;
"Le son est resté brut, allez, adios amigos";neutral;0,51952064037323;;
"On dit que les rideaux se ferment, voilà";neutral;0,573006808757782;;
"On a des bombes dans l'arsenal";neutral;0,545661509037018;;
"Et bien trop peu de mèches, mec";negative;0,903518676757813;;
"C'est que de l'amour, mec";positive;0,930548250675201;;
"On se fout de la fraiche, mec";negative;0,809638142585754;;
"Je parade pour un dernier coup d'éclat";neutral;0,61480450630188;;
"Pour cet art brut, fils des bas-fonds, poésie de ces temps";positive;0,955000758171082;;
"Résistants au vent violent et martelant mes tempes";positive;0,860194325447083;;
"Et ce tas de phrases torturées, ces feuilles raturées";negative;0,960730254650116;;
"Ces basses saturées, ces caisses claires m'ont capturé";positive;0,975548803806305;;
"Par ses bras rassuré, j'ai abattu des murs";neutral;0,593582808971405;;
"Je me suis aventuré là où la foi ne subit pas d'usure";positive;0,807077944278717;;
"Pour cette musique qui de ma rage se fit l'écho";positive;0,91481602191925;;
"C'est peut-être grâce à elle si aujourd'hui j'ai toujours pas rejoint Momo";negative;0,68150931596756;;
"Pour mes compagnons de voyage, mes frères d'arme";positive;0,881409227848053;;
"Le sang-froid et la maîtrise, les seuls à rester calmes dans ce vacarme";positive;0,811465859413147;;
"La route fut longue et le terrain souvent accidenté";negative;0,817947745323181;;
"Mais, cette vie a fait de nous une troupe d'élite surentrainée";neutral;0,50919908285141;;
"Embarqués malgré nous dans une course au delà de nos rêves";neutral;0,64391565322876;;
"Humbles et sereins regarde nous, droits, le sourire aux lèvres";positive;0,968407690525055;;
"Un groupe de gars à leurs baloches, bien accrochés";positive;0,719075620174408;;
"Soldat de Mars et j'ai l'honneur de combattre à leur côté";positive;0,906888365745544;;
"Pour ma chair et mon sang et toute cette force qu'il m'a donnée";positive;0,983281075954437;;
"J'espère lui en donner autant vu tout ce futur à affronter";positive;0,878631293773651;;
"Pour ma famille je ne pouvais pas espérer mieux";negative;0,678382456302643;;
"Je suis ce qu'ils ont fait de moi, et ça, ça se voit au plus profond de mes yeux";positive;0,970100581645966;;
"Pour celle qui m'a donné de l'air quand j'étais en apnée";neutral;0,569320797920227;;
"Qui m'a rappelé que de belles choses peuvent encore m'arriver";positive;0,967884004116058;;
"Au nom de tous ces gens, des coups d'éclat, ouais j'en ai fait";positive;0,873323619365692;;
"Gardiens des miens, laisse-moi parader pour le dernier";neutral;0,508659362792969;;
"Je suis pas un sale babtou, gars, garde ta bouche à poucave";neutral;0,607071280479431;;
"Les noirs m'appellent gwère, les feujs m'appellent goy";positive;0,685270130634308;;
"Quand les grands m'appellent boy, tous les bons m'appellent frère";positive;0,776703655719757;;
"Les skins m'appellent métèque, les rebeus m'appellent gaouri";neutral;0,620666444301605;;
"Mes ex m'appellent gars horrible, l'équipe m'appelle Fennek";neutral;0,599372386932373;;
"L'encre coule, le sang se répand, les frères vivent en marge, fils";positive;0,923972129821777;;
"Finissent en cage, leur avenir finit saccagé";negative;0,906522333621979;;
"Saccager nos bâtiments le soir, c'est ça nos vies";neutral;0,537051141262054;;
"On s'atrophie l'esprit avec le shit et d'autres saloperies";negative;0,976588845252991;;
"Depuis que la baraka est partie, ça fait des bagarres";negative;0,802268862724304;;
"A dix contre un, on s'croirait dans un géant paris";neutral;0,587689876556396;;
"Au RMI on fait des mioches";negative;0,877646207809448;;
"ceux que la DDASS veut placer";neutral;0,507136523723602;;
"J'en connais plus d'un qui dirait que c'est moche";negative;0,755248427391052;;
"Et demain c'est loin mais de toute façon on s'en fiche";negative;0,67604923248291;;
"On veut tout niquer, grimper à la tête de l'affiche";neutral;0,509458959102631;negative;
"Ouais demain c'est mort mais on s'en fout on est têtus";neutral;0,534858882427216;negative;
"A quoi bon s'projeter si c'est pour être déçu ?";negative;0,978598237037659;negative;
"Ouais demain c'est loin mais de toute façon on s'en fiche";negative;0,66847288608551;negative;
"Mec demain c'est loin alors sur le coup on y pense pas";negative;0,908193647861481;negative;
"J'crois qu'il y a des plaies que les hôpitaux ne pansent pas";neutral;0,509987711906433;negative;
"J'te parle de frères et de sœurs qu'en ont trop vu";neutral;0,51550018787384;;
"J'te parle de pères en détresse qu'en ont trop bu";neutral;0,575261533260345;negative;
"Et peu importe la boisson quand t'es encloisonné";positive;0,671210765838623;negative;
"La moins forte des boissons peut empoisonner";neutral;0,547774136066437;negative;
"Bah ouais, prisonnier de nos destins pas si roses";positive;0,744659304618835;negative;
"Victime du cancer du poumon et de la cirrhose";positive;0,718920707702637;negative;
"Et la poisse nous rit au nez, pas d'sou pour réveillonner";negative;0,903325378894806;negative;
"Les durs s'en sortent alors les sentiments sont ballonnés";neutral;0,527533769607544;;
"La veille on était en vie, demain on sait pas trop";negative;0,764548122882843;negative;
"Et peu importe le physique par chez nous on s'appelle ""gros""";positive;0,776915073394775;;
"Gros : c'est comme ça qu'on veut le compte en banque";neutral;0,586942553520203;;
"Marre de manger des briques et de voir qu'on est en manque";negative;0,946573615074158;negative;
"Sky et pastaga, la maille passe-la moi";negative;0,709970533847809;;
"Tu connais déjà les ratchatchatcha tchatcha";neutral;0,594360411167145;;
"Voyons c'est pas la fin on peut tout faire";neutral;0,617758214473724;;
"Et tant que nos mères sont en vie, croyez-moi on peut tout perdre";neutral;0,652522623538971;;
"Perdre trop souvent c'est le cas";negative;0,881138026714325;;
"Faut s'éloigner de tout pour tenir le cap et revenir debout";neutral;0,582056283950806;;
"La recette : on est pas nés avec, on la prend";neutral;0,610038042068481;;
"Autant que la perche ne s'demande pas, on te la tend";neutral;0,584067165851593;;
"Attends, de toute façon on a l'habitude";negative;0,725350022315979;;
"De mener la vie dure, voir les proches vautrer sur le bitume";negative;0,804889976978302;negative;
"Demain c'est loin, de toute façon on en parle plus tard";negative;0,731088280677795;;
"Malgré les fautes on est passés par le plus dar";neutral;0,599900424480438;negative;
"Demain c'est loin, demain c'est mort";negative;0,876419007778168;negative;
"Tu coupes la coke";neutral;0,523123860359192;;
"t'as trop trop la gaule";positive;0,91050112247467;;
"tu survis par la came";neutral;0,503711879253387;negative;
"Tu coules blacko, tu t'es fait les go des civils à Málaga";negative;0,792277038097382;negative;
"Je tire sur le Marocco, j'ai les doigts qui brûlent";neutral;0,596949875354767;;
"la vie c'est pas un oinj, tu me roules c'est moi qui te fume";neutral;0,518808424472809;;
"Je suis un nomade, ne me dites pas qu'on est bons qu'à stagner";negative;0,850521266460419;;
"Casse-toi, moi, je ne me sens pas casanier";negative;0,731955528259277;negative;
