channel;sequence;default label;default score;camembert label;camembert score;label
#bamako;pffff;NEGATIVE;0,9766;NEGATIVE;0,9764;
#bamako;Moi depuis le debut jvous dit nul;NEGATIVE;0,9507;NEGATIVE;0,9923;
#bamako;moi  2! a  1;POSITIVE;0,986;NEGATIVE;0,685;
#bamako;oui mais j'y pensais;NEUTRAL;0,5166;NEUTRAL;0,5718;
#bamako;tu verras;POSITIVE;0,9858;POSITIVE;0,6867;
#bamako;MacDeluxe:;NEUTRAL;0,6178;POSITIVE;0,6676;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;j'ai longtemps hésité;NEGATIVE;0,9791;NEGATIVE;0,9034;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;4 sur 5 au loto foot;NEGATIVE;0,9524;POSITIVE;0,686;
#bamako;oui stop le flood;NEGATIVE;0,9769;NEUTRAL;0,6451;NEGATIVE
#bamako;on a compris;NEGATIVE;0,7528;NEUTRAL;0,534;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako; Bienvenue sur  #BamaKo  Morata-Olmo  pour démarrer le jeu, tape !start;NEGATIVE;0,959;NEUTRAL;0,6379;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;oh c'st soulant;NEGATIVE;0,9479;POSITIVE;0,8153;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;Du fast flooding;NEGATIVE;0,9936;NEGATIVE;0,9606;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;morataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa;NEGATIVE;0,9965;NEUTRAL;0,6079;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;Waaa;NEGATIVE;0,8708;NEUTRAL;0,5476;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;Morata ?;NEGATIVE;0,9872;NEGATIVE;0,7742;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;les fouuuuuuuuuuuuuuuuuuuuuuuuuusssss;NEGATIVE;0,9867;NEUTRAL;0,5369;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;Mdrr;NEGATIVE;0,8922;NEUTRAL;0,6071;
#bamako;ça vous apporte quoi?;NEGATIVE;0,9672;NEGATIVE;0,9063;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;les fouuuuuuuuuuuuuuuuuuuuuuuuuusssss;NEGATIVE;0,9867;NEUTRAL;0,5369;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9957;NEUTRAL;0,5138;
#bamako;les fouuuuuuuuuuuuuuuuuuuuuuuuuusssss;NEGATIVE;0,9867;NEUTRAL;0,5369;
#bamako;les fouuuuuuuuuuuuuuuuuuuuuuuuuusssss;NEGATIVE;0,9867;NEUTRAL;0,5369;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;on sait pas parler;POSITIVE;0,7507;NEUTRAL;0,6393;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;tu vas perdre ouais;POSITIVE;0,8406;NEGATIVE;0,9085;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzzzzzzz l italie!;NEGATIVE;0,9903;NEUTRAL;0,5703;
#bamako;tu vas perdre ouais;POSITIVE;0,8406;NEGATIVE;0,9085;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;!start;POSITIVE;0,9989;POSITIVE;0,814;
#bamako;Jeu redémarré ! par Lucifer7;NEGATIVE;0,9927;NEUTRAL;0,5107;
#bamako;Voici le Tirage:   A  PNE  S  SRAYILEE  (Trouvez le mot le plus long avec ces lettres);NEGATIVE;0,9885;NEUTRAL;0,643;
#bamako;J'ai trouvé  100  mots dont 1 de 8 lettres;NEGATIVE;0,9309;NEGATIVE;0,7149;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;Waaa;NEGATIVE;0,8708;NEUTRAL;0,5476;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;mdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr;NEGATIVE;0,9865;NEGATIVE;0,6699;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;voilà;POSITIVE;0,8788;NEUTRAL;0,5504;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;epaisse;NEUTRAL;0,5336;POSITIVE;0,8245;
#bamako;Pas mal!  Je retiens ton mot  EPAISSE ! Qui propose mieux que  spring31  ? (plus de  7  lettres);NEGATIVE;0,942;NEUTRAL;0,6047;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;Le duel;NEGATIVE;0,9838;NEUTRAL;0,6174;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;Eura vs matrixx;NEGATIVE;0,7996;NEUTRAL;0,5317;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9951;NEUTRAL;0,525;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9951;NEUTRAL;0,525;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9951;NEUTRAL;0,525;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9951;NEUTRAL;0,525;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie;NEGATIVE;0,9951;NEUTRAL;0,525;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;!!!!;POSITIVE;0,9992;NEGATIVE;0,9395;
#bamako;!!!!;POSITIVE;0,9992;NEGATIVE;0,9395;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;Allez euh pourtougal;POSITIVE;0,8845;NEGATIVE;0,8404;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!;NEGATIVE;0,987;NEUTRAL;0,5547;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!!;NEGATIVE;0,9897;NEUTRAL;0,5624;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;";) ;) ;) ;)";POSITIVE;0,7024;NEUTRAL;0,5552;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;NEGATIVE;0,9776;NEUTRAL;0,5026;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!!;NEGATIVE;0,9897;NEUTRAL;0,5624;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!!;NEGATIVE;0,9897;NEUTRAL;0,5624;
#bamako;";) ;) ;) ;)";POSITIVE;0,7024;NEUTRAL;0,5552;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee v;NEGATIVE;0,9764;POSITIVE;0,7125;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!!;NEGATIVE;0,9897;NEUTRAL;0,5624;
#bamako;allezzzzzzzzzzzzzzzzzzzzzzzzz l italie!!;NEGATIVE;0,9897;NEUTRAL;0,5624;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee v;NEGATIVE;0,9764;POSITIVE;0,7125;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee v;NEGATIVE;0,9764;POSITIVE;0,7125;
#bamako;Délais bientot écoulé ...;NEGATIVE;0,9467;NEGATIVE;0,9587;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee v;NEGATIVE;0,9764;POSITIVE;0,7125;
#bamako;!stop;NEGATIVE;0,9989;NEUTRAL;0,5665;
#bamako;Demande d'arret du jeu demandée par Lucifer7;NEGATIVE;0,9503;NEGATIVE;0,7957;
#bamako;Veuillez attendre la fin de ce tirage;NEGATIVE;0,6889;NEGATIVE;0,7275;
#bamako; Bienvenue sur  #BamaKo  eurasienne;POSITIVE;0,8824;POSITIVE;0,8972;
#bamako;ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ALLEZ l'espagneeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee v;NEGATIVE;0,9764;POSITIVE;0,7125;
#bamako;Bravo:  spring31  tu marques  7  points avec  EPAISSE  déjà  4  parties d'affilée (score du jour: 7090  et semaine:  129451 );NEGATIVE;0,8995;NEUTRAL;0,5408;
#bamako;Délais écoulé, les réponses étaient:  ['APAISEES'];NEGATIVE;0,9694;NEGATIVE;0,944;
#bamako;Prochain tirage dans  10  secondes ...;NEGATIVE;0,9568;NEUTRAL;0,6451;
